term,definition,POS,notes
купальня,bathhouse,noun,
купание,bathing,noun,
купанье,alternative form of купание,noun,
купать,"to bathe, to give a bath (transitive only, to bathe somebody; use купаться (reflexive, intransitive) to bathe oneself)",v impf,
купаться,"to bathe, to take a bath, to have a bath; to swim (to immerse oneself, or part of the body, in water for pleasure or refreshment)",v impf/v impf, 
купе,"compartment (chamber), couchette",n inan,
купель,font,noun,ecclesiastical] 
купец,"merchant, tradesman",noun,
купеческий,merchant; merchant's,adj,relational] 
купина,(only in expression неопалимая купина) the burning bush,noun,
купить,"to buy, to purchase",v pf,
куплет,"verse, couplet, stanza (of a song or poem); (plural) satirical songs",noun/noun, 
купля,"purchase, buying",noun,
купля-продажа,purchase and sale as qualified in Civil Code of Russia,noun,formal] 
купол,"cupola, dome; umbrella (the main body of a jellyfish, excluding the tentacles)",noun/noun, 
купон,"coupon, voucher; coupon, official and colloquial name of currencies of several ex-USSR states",noun/noun, 
купорить,"to plug, to cork; to block; to seal firmly",v impf/v impf/v impf,"dated]  dated, figurative]  "
купорос,vitriol,noun,
купчая,deed of purchase,noun,obsolete] 
купюра,"banknote; cut, deletion [in a video or audio record, film, etc.]",noun/noun, 
кур,"rooster, cock; attention which one pays to someone, gloze; in diplomatic affairs, accolading, formal address; to a woman, wooing, cajoling",noun/noun/noun/noun,now rare]    
кура,"chicken, hen; chicken meat; blizzard, snowstorm",noun/noun/noun,dialect]  dialect]  regional] 
кураж,"boldness, spirit",noun,dated] 
куранты,"chiming clock, chimes",noun,
куратор,curator; trustee,noun,
курва,"whore, prostitute; bitch, slut; bastard",noun/noun/noun,vulgar]  vulgar]  vulgar] 
курган,kurgan,noun,
курганский,Kurgan (city in Russia),adj,relational] 
кургузый,"dock-tailed, bobtail, shorthaired (of an animal); too tight, too short (of clothing)",adj/adj," dated, colloquial] "
курд,Kurd,noun,
курдский,Kurdish,adj,
курево,"tobacco, baccy; cigarettes, something to smoke; (smell of) cigarette smoke; fumigant",noun/noun,colloquial]  
курение,"smoking (verbal noun, the smoking of tobacco); incense",noun/noun, 
куривать,to smoke [repeatedly or frequently]; iterative of курить,v impf,colloquial] 
курилка,"place for smoking, smoking room, smoking area",noun,colloquial] 
курильский,Kuril Islands,adj,relational] 
курильчанин,citizen of Kurilsk or Severo-Kurilsk,noun,
курильщик,smoker,noun,
куриный,"chicken; limited, narrow-minded",adj/adj,relational]  
курирование,curation,noun,
курировать,"to be in charge, to curate, to supervise",v impf,literary] 
курительный,smoking,adj,relational] 
курить,"to smoke (tobacco etc.); to burn, to fumigate; to distil",v impf/v impf/v impf,  
куриться,"to smoke, to emit smoke, to fume",v impf,
курица,chicken (a bird of species Gallus gallus); hen (female chicken); chicken (flesh of a chicken used as food),noun/noun/noun,  
куркуль,"miser, moneygrubber, penny pincher, cheapskate; kulak, kurkul (a prosperous peasant in the Russian Empire or the Soviet Union)",noun/noun,"pejorative, colloquial]  pejorative] "
куркума,turmeric,noun,
курносый,"pug-nosed, snub-nosed; (nose) turned-up",adj/adj, 
курок,"cock, cocking piece (hammer of a firearm trigger mechanism); trigger (a finger-operated lever used to fire a gun)",noun/noun," colloquial, proscribed] "
куропатка,partridge,noun,
курорт,"resort, holiday resort, health resort",noun,
курортный,resort,adj,relational] 
курочка,"diminutive of кура, diminutive of курица: (small) hen; endearing form of кура, endearing form of курица; female of any fowl (quail, pheasant, chicken, etc.)",noun/noun/noun,  
курс,"course, year; course, vector; exchange rate; line, policy",noun/noun/noun/noun,"school]  aviation, nautical]   "
курса,prostitute,noun,criminal slang] 
курсант,cadet (a student at a military school who is training to be an officer),noun,
курсив,italic (typeface whose letters slant to the right),noun,
курсировать,to follow a regular route [of transportation],v impf,
курсистка,female student (in pre-revolutionary Russia),noun,
курсиха,girl student,noun,"nonstandard, dated] "
курский,Kursk,adj,relational] 
курсовой,course,adj,relational] 
курсор,cursor (part of scientific instruments that indicates position),noun,
курсы,"class, training course; cram school",noun/noun, 
куртизанка,courtesan,noun,
куртка,jacket (a short coat),noun,
курточка,"diminutive of куртка: (small) jacket, coat",noun,
курултай,kurultai,noun,
курчавый,"curly [hair]; curly-haired, curly-headed; (style) florid, flowery, frilly",adj/adj/adj,  ironical] 
курчатовий,kurchatovium,noun,obsolete] 
курьер,courier (person who delivers messages),noun,
курьёз,curio; funny or interesting thing or incident,noun,
курьёзный,entertaining; amusing,adj,
курянин,citizen of Kursk,noun,
курятина,chicken (meat),noun,
курятник,hen coop,noun,
курящий,smoker (a person who smokes); smoking,noun/adj, 
кус,"piece, bit, morsel",noun,
кусать,to bite; to sting,v impf/v impf, 
кусаться,"to bite, to be given to biting; to bite one another; (cloth) to itch, to be itchy",v impf/v impf/v impf,  
кусачий,"(dog etc) that bites; (coarse cloth) itchy; (prices) prohibitive, stiff",adj/adj/adj,  
кусачки,"(cutting) pliers, nippers, wire cutter",noun,
кусить,to eat; to bite,v pf/v pf,archaic]  rare] 
кускус,"cuscus (a type of marsupial from New Guinea); couscous, a spicy dish that originated in northern Africa",noun/noun, 
кусок,piece; bit; grand (one thousand of some currency),noun/noun/noun,  slang] 
кусочек,"diminutive of кусок: piece, bit, morsel",noun,
куст,"bush, shrub",noun,
кустарник,"bushes, shrubs, shrubbery; bush",noun/noun, 
кустарный,"artisanal, handcrafted; imperfect, primitive",adj/adj, 
кустарь,"artisan, handcraftsman",noun,
кустик,"diminutive of куст: (small) bush, shrub",noun,
кутак,"dick, cock; door latch",noun/m inan,"vulgar, rare, Tatarstan]  very, rare] "
кутать,"to muffle up (in), to wrap up (in)",v impf,
кутаться,to muffle/wrap oneself up,v impf,
кутерьма,"commotion, hubbub",noun,colloquial] 
кутикула,cuticle,noun,
кутила,"reveller, bacchanal, hellbender; flaneur",m anim} {f anim/m anim} {f anim, 
кутить,"to carouse, to revel (make merry)",v impf,
кутузка,"lockup, jail, quod",noun,colloquial] 
кутузовский,"Kutuzov; Kutuzov's (Russian surname, especially referring to Mikhail Kutuzov, Field Marshal of the Russian Empire, or things named after him)",adj,relational] 
кутюрье,couturier,m anim} {f anim,
кутёж,"bout of drinking, bender",noun,
кухарка,female cook,noun,
кухня,kitchen; suite of furniture for a kitchen; cuisine; behind-the-scenes dealings or operation,noun/noun/noun/noun,   figuratively] 
кухонный,kitchen,adj,relational] 
кухонька,"diminutive of кухня: (small) kitchen, kitchenette",noun,
куцый,"dock-tailed, short-tailed; short (in terms of stature, length, size, clothing size)",adj/adj, 
куча,"heap, pile; a lot (a large amount); heap; piece of…; a hut made of human-height poles covered with dirt",noun/noun/noun/noun/noun,  computing]  vulgar]  dialectal] 
кучевой,"cumulus; heap, pile",adj/adj,"relational, meteorology]  relational] "
кучер,coachman (one who drives a coach),noun,
кучерявый,"curly, frizzy, curly-headed",adj,
кучка,diminutive of куча: small heap,noun,
кушак,"belt, girdle, sash",noun,
кушанье,"dish, meal, food",noun,
кушать,"to eat, to have (a meal)",v impf,"of a guest, woman or child] "
кушетка,couch; A small sofa with no back,noun/noun, 
куща,"foliage, thicket; tent, hut",noun/noun, dated] 
кхмерский,Khmer,adj,
кшатрия,kshatriya (member of the warrior caste in ancient India),noun,
кы-кы,sound a swan makes,interj,imitative] 
кыпчак,Kipchak,noun,
кыргыз,"alternative form of киргиз: Kyrgyz (person, preferred form in Kyrgyzstan)",noun,
кыргызка,"alternative form of киргизка: Kyrgyz (person, preferred form in Kyrgyzstan)",noun,
кыргызский,"alternative form of киргизский: Kyrgyz (person, preferred form in Kyrgyzstan)",adj,
кыш,shoo! (especially to a cat),interj,
кью,"(English letter) Q, q",n inan,
кьянти,Chianti (Tuscan red wine),n inan,
кьят,kyat (currency of Myanmar),noun,
кэй,"(English letter) K, k",n inan,
кэндо,kendo,n inan,
кэш,cache (fast temporary storage for data); cash (money in the form of notes/bills and coins),noun/noun,"computing]  colloquial, neologism] "
кю,"The Roman letter Q, q",n inan,
кювет,"ditch [along a road]; cunette, cuvette; moat",noun/noun/noun, military]  dated] 
кюрий,curium,noun,
кёрлинг,curling,noun,sports] 
л,The thirteenth letter of the Russian Cyrillic alphabet. Its name is эл or эль and it has the sound of English l in leash or hall; abbreviation of литр; abbreviation of лёгкий,letter/m inan/adj,  
л.,abbreviation of легкорастворимый; abbreviation of лист; abbreviation of лицо,adj/m inan/n inan, publishing]  grammar] 
л.с.,"abbreviation of лошадиная сила: HP, horsepower",f inan,
лабиализованный,labialized,adj,
лабиализовать,to labialize (make a sound labial),v both,
лабиринт,"labyrinth, maze",noun,
лаборант,laboratory technician,noun,
лаборантка,"(female) laboratory assistant, (female) laboratory technician",noun,
лаборатория,laboratory,noun,
лабораторный,laboratory,adj,relational] 
лабрадор-ретривер,Labrador retriever,noun,
лава,lava,noun,
лаванда,lavender,noun,botany] 
лаваш,lavash,noun,
лаве,alternative form of лавэ,n inanp,
лавина,avalanche; landslide,noun/noun, 
лавировать,to tack (to turn the bow through the wind); to manoeuvre,v impf/v impf,nautical]  figuratively] 
лавка,"bench; shop, store",noun/noun, 
лавочка,"diminutive of лавка: (small) bench; (small) shop/store, kiosk; gang, clique; shady concern",noun/noun, colloquial] 
лавочник,"petty trader, small shopkeeper; greedy bourgeois philistine",noun/noun,"dated]  figurative, pejorative] "
лавр,"laurel, bay tree",noun,
лавра,"lavra, (a large male) monastery",noun,religion] 
лавровишня,cherry laurel,noun,
лавровый,laurel,adj,relational] 
лавэ,"money, dough",n inanp,slang] 
лагер,lager [type of beer],noun,
лагерный,camp,adj,relational] 
лагерь,"camp, camp-out; camp, party, faction",noun/noun, 
лагуна,lagoon,noun,
лад,"harmony, concord; manner, way; mode; fret",noun/noun/noun,  music] 
лада,"darling, sweetheart",noun,dated] 
ладан,"labdanum, frankincense (a perfume often used in the rites of various religions)",noun,
ладить,"to get on (with), to agree (with), to be on good terms (with); to prepare, to make ready, to fix, to tune; to plan; to repeat, to keep saying, to drone (on)",v impf/v impf/v impf/v impf, colloquial]  colloquial]  colloquial] 
ладиться,"to work well, to advance",v impf,colloquial] 
ладно,"well, all right, okay",interj,
ладный,"well-built, well-formed; comfortable, fitting nicely",adj/adj,colloquial]  colloquial] 
ладожанин,Ladogan (inhabitant of Staraya Ladoga or of the district surrounding Lake Ladoga),noun,
ладожский,Ladoga; Ladogan (referring to Lake Ladoga or Staraya Ladoga),adj,relational] 
ладонь,palm [of the hand],noun,
ладоша,diminutive of ладонь,noun,colloquial] 
ладоши,diminutive of ладони: palms of the hands,noun,
ладошка,"diminutive of ладонь, diminutive of ладоша: (small) palm of the hand",noun,
ладушка,diminutive of лада; endearing form of лада,noun/noun, 
ладушки,a clapping game a children's game where players rhythmically clap each other's hands,noun,
лады,same as ладно,interj,
ладья,"boat, longship (a type of medieval vessel propelled by oars and a sail); vase or other vessel in the form of a boat; rook, castle (Russian abbreviation: Л)",noun/noun/noun,archaic]   chess] 
лаж,agio,noun,
лажа,"crap, something unpleasant or poor-quality; nonsense, rubbish; extreme easyness; deception, lie, fraud",noun/noun/noun/noun,colloquial]  colloquial]  colloquial]  colloquial] 
лаз,"manhole, trapdoor; Laz",noun/noun, 
лазанье,climbing,noun,
лазанья,lasagna (pasta),noun,
лазарет,"infirmary, sick quarters",noun,
лазать,alternative form of лазить,v impf,
лазейка,narrow hole; loophole,noun/noun, 
лазер,laser (device producing beam of light),noun,
лазерный,laser,adj,relational] 
лазить,"to climb, to clamber; to creep",v impf/v impf, 
лазоревый,"cerulean, azure",adj,
лазурный,"azure, sky-blue, cerulean",adj,
лазурь,azure (colour),noun,
лазутчик,"scout, spy",noun,archaic] 
лай,"bark (of a dog or other animal), barking, yelp",noun,
лайк,like,noun,Internet] 
лайка,"Laika (lit., barker), a native Russian breed of dog, a rather small hunting dog of Russia’s northern forests, similar to a husky; kidskin, kid leather",noun/noun, 
лайкать,to like on social networks,v impf,Internet] 
лайкнуть,to like on social networks,v pf,Internet] 
лайм,lime (a green citrus fruit),noun,
лайма,lime (a green citrus fruit),noun,
лайнер,liner,noun,
лак,"varnish; lacquer, lac, lake; polish, nail polish; Lak, a member of the Lak people of Dagestan",noun/noun/noun/noun,   
лакать,to lap (to take liquid into the mouth with the tongue); to drink greedily or in large amounts (usually alcohol),v impf/v impf, colloquial] 
лакедемонянин,Lacedaemonian,noun,"obsolete, historical] "
лакей,lackey,noun,
лакирование,lacquering,noun,
лакированный,lacquered; gleaming,adj/adj, 
лакировать,"to varnish, to lacquer",v impf,
лакмус,litmus (dyestuff from lichen),noun,
лакмусовый,litmus,adj,relational] 
лаковый,"lacquered; lacquer, varnish",adj/adj, relational] 
лакомка,gourmand,noun,
лакомство,"dainty, tidbit; delicacy",noun,
лакомый,"dainty, tasty; fond (of); partial (to) (especially food)",adj/adj, 
лаконичный,"laconic, terse, pithy",adj,
лакрица,liquorice,noun,
лакросс,lacrosse,noun,sports] 
лакса,laksa (a spicy noodle soup or stew from Indonesia or Malaysia),noun,
лама,"llama (South American mammal of the camel family, Llama glama); lama; lama, Sumerian beneficent protective female deity",noun/noun/noun, Buddhism]  mythology] 
ламантин,"manatee, sea-cow",noun,
ламбада,lambada (Brazilian dance),noun,music] 
ламинат,laminate,noun,
лампа,lamp; torch; vacuum tube (British: valve),noun/noun/noun,  
лампада,lampad,noun,Christianity] 
лампас,"A colored cloth stripe sewn along the outer seam of uniform trousers, lampasse; lampas",noun/noun, 
ламповый,"lamp; tube, valve (relating to vacuum tubes); mellow, heartful, sincere",adj/adj/adj,"relational]  relational, electronics]  internet slang] "
лампочка,diminutive of лампа; light bulb,noun/noun, colloquial] 
лангобард,Lombard,noun,
лангуст,"spiny lobster, rock lobster",noun,
ландграф,landgrave,noun,
ландскнехт,lansquenet (German mercenary),noun,
ландушка,"swede (Brassica napus, syn. Brassica napus subsp. rapifera); rutabaga (the plant and the vegetable)",noun/noun,"regional, dated]  regional, dated] "
ландшафт,landscape (portion of land or territory which the eye can comprehend in a single view),noun,
ландшафтный,landscape,adj,relational] 
ландыш,lily of the valley (Convallaria majalis),noun,
ланита,cheek,noun,dated] 
ланка,"doe, a female deer",noun,
ланолин,lanolin (greasy yellow substance),noun,
лантан,lanthanum,noun,
ланцет,lancet,noun,
ланцуг,chain,noun,dialectal] 
ланч,lunch,noun,"usually, English speaking countries or environment] "
лань,fallow deer,noun,
лаосец,"Laotian, Lao (person)",noun,
лаоска,"female Laotian, Lao (person)",noun,
лаосский,Laotian,adj,
лаотянин,Laotian,noun,
лапа,paw,noun,
лапать,"to touch, to paw, to grope",v impf,"colloquial, pejorative] "
лапидарно,in a lapidary manner,adv,
лапка,"diminutive of лапа; (of insects or small animals) leg, limb, foot; claw, grip, clutch, pawl, tang; curly quote (one of „ “ in Russian typography)",noun/noun/noun/noun,  engineering]  typesetting] 
лапоть,"bast shoe, bast sandal, lapti; an outdated, cumbersome, awkward thing; ignorant, uneducated person, dropout (who might wear cheap, bast shoes)",noun/noun/noun,  
лапочка,"diminutive of лапа, лапка; cutie pie, baby, darling, lassie (endearing word for women or children)",noun/noun,inanimate]  animate] 
лапсердак,lapserdak,noun,
лапта,lapta (Russian bat and ball game),noun,sports] 
лапша,noodle,noun,
ларва,"alternative form of лярва; a spirit of the underworld, an evil ghost; larva [of an insect]",noun/noun,Roman mythology]  obsolete] 
ларец,jewelry box; small chest,noun/noun, 
лари,lari (currency of Georgia),m inan,numismatics] 
ларь,"chest, wooden box; stall, kiosk; trough",noun/noun/noun,dated]   
ларёк,"kiosk, stall",noun,
ласка,"caress, endearment; petting; weasel (mammal, Mustela nivalis)",noun/noun/noun,  
ласкательный,"diminutive, caressing",adj,
ласкать,"to caress (touch, kiss or stroke lovingly)",v impf,
ласково,"affectionately, tenderly; blandly; benignly; grandmotherly, gently",adv/adv/adv/adv,   
ласковый,"affectionate; tender, gentle; gentle, soft, caressing; mild, pleasant",adj/adj/adj/adj,   
лассо,lasso (a long rope with a sliding loop),n inan,
ласта,flipper; fin,noun/noun, 
ластик,eraser,noun,
ластовица,gusset (in the underpart of the sleeve),noun,
ласточка,swallow (bird); horizontal stand,noun/noun, gymnastics] 
лат,lat or lats (currency of Latvia),noun,numismatics] 
лат.,"abbreviation of латинский: Lat., Latin",adj,linguistics] 
латакийский,Latakian,adj,
латать,"to patch, to mend by patching",v impf,colloquial] 
латвийский,Latvian (relating to the country Latvia as a state),adj,
латекс,latex,noun,
латексный,latex,adj,relational] 
латентный,latent,adj,
латеральный,lateral,adj,"literary, stilted, medical] "
латимерия,coelacanth,noun,
латинизация,Latinization (act or process of Latinizing),noun,
латинист,Latinist,noun,
латиница,Roman alphabet,noun,
латиноамериканский,"Latin American, Latino",adj,
латинский,Latin [of the language]; Roman Catholic,adj/adj,relational]  archaic or derogatory] 
латинство,Roman Catholicism,noun,archaic or derogatory] 
латинянин,Latin (a person native to the ancient region of Latium); Roman Catholic,noun/noun,historical]  archaic or derogatory] 
латка,patch,noun,
латунный,"brass; brass-colored, brass-yellow",adj/adj,relational]  
латунь,brass,noun,
латы,armor (protective layer over a body),noun,
латынь,Latin,noun,
латыш,"Latvian, Lett",noun,
латышка,"female Latvian, Lett",noun,
латышский,Latvian; Latvian (language),adj/noun, 
лауреат,"laureate, prize-winner",noun,
лафа,benefit; luck; enjoyment,noun,"dated, colloquial] "
лафитник,a type of long and thin stemware for drinking alcoholic beverages,noun,
лацкан,lapel,noun,
лачуга,"hovel, shack, hut, shanty",noun,
лаять,"to bark (like a dog); to scold, to rebuke",v impf/v impf, 
лгать,"to lie, to tell lies",v impf,
лгун,liar,noun,
лебеда,"orach, saltbush (Atriplex); goosefoot (Chenopodium)",noun/noun, 
лебединый,"swan; swan's; snow-white and buxom [of a neck or bosom]; graceful, majestic",adj/adj/adj,relational]  poetic]  poetic] 
лебедь,swan; swan,noun/noun, poetic] 
лебедёнок,cygnet (young of a swan),noun,
лебезить,"to fawn (upon), to cringe (to)",v impf,
лебёдка,pen (female swan); winch,noun/noun,animate]  inanimate] 
лев,lion; lev (currency of Bulgaria),noun/noun, numismatics] 
левак,"ultraleftist; illicit dealer, moonshiner; moonshiner driver, gypsy cab",noun/noun/noun,"politics, pejorative]   "
левантийский,Levantine,adj,
левантинец,Levantine person,noun,
левизна,"left wing political orientation; leftist social, political or ideological views",noun,
лево,"left (direction): only in слева, влево, налево",noun,
леворукий,left-handed,adj,
левша,"lefty, left-hander, left-handed person",m anim} {f anim,
левый,"left, left-hand; port; left-wing, leftist; counterfeit; wrong, strange, unsuitable, impertinent; leftist, one who believes in the political left",adj/adj/adj/adj/adj/noun, nautical]    slang]  
легавый,"pointer, setter (breed of dog); pointer, setter (dog); cop, copper (policeman)",adj/noun/noun,relational]   slang] 
легализация,legalization,noun,
легализовать,to legalize,v both,
легально,legally (as permitted by law),adv,
легальный,"lawful, legal (conforming to or recognised by law or rules)",adj,
леггинсы,leggings,noun,
легенда,"legend; cover, cover story",noun/noun, espionage] 
легендарный,legendary,adj,
легинсы,alternative form of леггинсы,noun,
легион,legion,noun,
легионер,legionary,noun,
легитимность,legitimacy,noun,
легитимный,"legitimate, legally sound",adj,
легко,"lightly; easily, facilely, slightly; luckily; it is easy [for someone]",adv/adv/adv/pred,   
легкоатлет,"(track and field) athlete (a participant in a group of sporting activities which includes track and field, road running, cross country running and racewalking)",noun,
легкоатлетка,"female (track and field) athlete (a participant in a group of sporting activities which includes track and field, road running, cross country running and racewalking)",noun,
легковесный,lightweight,adj,
легковой,passenger (of a vehicle),adj,relational] 
легковушка,passenger car (type of automobile),noun,colloquial] 
легкомысленно,"thoughtlessly, flippantly",adv,
легкомысленный,"thoughtless, flippant; frivolous, flighty",adj/adj, 
легкомыслие,"frivolity, light-mindedness, carelessness",noun,
легкотня,"something extremely easy, easy peasy",noun,"colloquial, childish] "
легкоусвояемый,easily digestible,adj,
легонько,"diminutive of легко: very slightly, very lightly",adv,
легчать,"to lessen, to abate",v impf,vernacular] 
легче,comparative of лёгкий; comparative of легко,adv/adv, 
леденеть,"to turn to ice, to freeze; to freeze, to feel very cold; to grow torpid, to become rigid, to freeze (from a fright, horror, surprise, etc.)",v impf/v impf/v impf, figuratively]  figuratively] 
леденец,"fruit-drop, sugar candy, lollypop",noun,
леди,lady [usually in British context; title or a woman of breeding and authority],f anim,
ледник,"glacier; icehouse, icebox",noun/noun, 
ледниковый,glacier; glacial,adj,relational] 
ледовитый,"covered with ice, having plenty of ice",adj,
ледовый,ice,adj,relational] 
ледок,diminutive of лёд; endearing form of лёд,noun/noun, 
ледокол,icebreaker,noun,
ледяной,"ice; icy [of a glance, a voice, etc.]",adj/adj,relational]  figuratively] 
леер,"jackstay (taut wire, both ends of which are fixed to the ship structures)",noun,nautical] 
лежак,"lounger, sunbed, reclining beach chair",noun,
лежание,lying down,noun,
лежанка,"sleeping ledge above a Russian chimney stove; sleeping place or couch; niche in the stone wall of a crypt, where the deceased is placed",noun/noun/noun, colloquial]  dated] 
лежать,"to lie (to be in a horizontal position); to be situated; to rest, to be incumbent",v impf/v impf/v impf,  
лежачий,"lying, recumbent; sleeping",adj/adj, 
лежбище,"ground, rookery, bed, lair (of animals); rookery (a place where criminals congregate)",noun/noun,hunting]  
лежебока,"lazybones, idler, slacker, loafer (procrastinating or lazy person)",m anim} {f anim,colloquial] 
лезвие,blade; edge; razor blade,noun/noun/noun,  
лезгинка,a Lezgi [female]; lezginka,noun/noun, music] 
лезть,"to climb (up, on to), to scramble; to clamber, to crawl, to scramble (through, into, under); to get (into); to thrust the hand (into); to thrust oneself (upon); to intrude (upon); to meddle (in, with); to fit (into); to fall out, to come out (of hair or fur); to stick out, to be conspicuous; to slip out of position; to come on, to do something despite obstacles or objections; to try to climb, to try to reach a better position in life; to come to pieces (of cloth or leather); used in idioms:",v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf/v impf,            
лей,leu (currency of Moldova and Romania),noun,numismatics] 
лейб-кучер,court coachman,noun,
лейбл,label,noun,
лейка,watering can; [nautical] bail; Leika (brand of camera),noun/noun/noun,  
лейкемия,leukemia,noun,
лейкоз,leukaemia/leukemia,noun,
лейкоцит,white blood cell,noun,
лейтенант,lieutenant (military rank),noun,military] 
лейтмотив,leitmotif (melodic theme in an opera); leitmotif (a recurring theme),noun/noun,music]  
лек,lek (currency of Albania),noun,numismatics] 
лекарственный,medicinal,adj,
лекарство,"medicine, drug (substance which promotes healing)",noun,
лекарь,"doctor, medico, physician (feminine form ""лекарша"" is usually considered colloquial)",noun,
лексема,lexeme; token,noun/noun,linguistics]  computing] 
лексика,vocabulary,noun,
лексикограф,lexicographer,noun,
лексикографический,lexicographic,adj,
лексикография,lexicography,noun,
лексиколог,lexicologist,noun,
лексикология,lexicology,noun,linguistics] 
лексикон,"lexicon, dictionary; word-stock, vocabulary",noun/noun, 
лексический,lexical,adj,
лектор,"lecturer, reader",noun,
лекция,"lecture, conference",noun,
лелеять,"to caress, to pamper; to care for, to tend, to look after; to cherish, to foster",v impf/v impf/v impf,  
лемех,ploughshare,noun,
лемма,lemma,noun,mathematics] 
лемниската,lemniscate,noun,geometry] 
лемур,lemur,noun,
лен,"fief, fee",noun,
ленивец,"lazybones, loafer, idler, slacker, sluggard; sloth (mammal)",noun/noun, 
лениво,lazily (in a lazy manner),adv,
ленивый,lazy (unwilling to work),adj,
ленинградец,resident of Leningrad (now Saint Petersburg),noun,
ленинградка,female resident of Leningrad (now Saint Petersburg),noun,
ленинградский,Leningrad,adj,relational] 
ленинец,Leninist,noun,
ленинизм,Leninism,noun,
ленинский,"Leninist, Lenin's",adj,
лениться,to be lazy,v impf,
леность,"laziness, indolence, idleness, sloth",noun,
лента,"ribbon, band; tape; belt; film, movie",noun/noun/noun/noun, engineering]  weapons]  culture] 
ленточка,diminutive of лента: (small) ribbon; tape,noun,
ленточный,"ribbon, band, tape",adj,relational] 
лентяй,"lazybones, loafer, idler, slacker, sluggard",noun,
лень,"laziness, idleness, indolence; (do/does) not want; feels lazy (to do something)",noun/pred, colloquial] 
леонтьевский,Leontyev (surname of various notable Russians and Soviets),adj,relational] 
леопард,"leopard (a large wild cat with a spotted coat, Panthera pardus)",noun,
лепесток,petal (one of the component parts of the corolla of a flower); lobe (an identifiable segment of an antenna radiation pattern),noun/noun,botany]  
лепет,"babble, prattle (inarticulate or senseless talk)",noun,
лепетать,to babble; to prattle,v impf/v impf, 
лепить,"to model, to sculpt, to fashion, to shape; to build, to make (cells, a nest, etc.); to stick on; to slap, to smack; to babble",v impf/v impf/v impf/v impf/v impf,  colloquial]  colloquial]  colloquial] 
лепиться,"to cling, to be attached [to something steep or sloping]",v impf,
лепка,modelling,noun,
лепнина,relief [usually in plaster],noun,architecture] 
лепной,"modelled, moulded",adj,
лепота,beauty (quality of pleasing appearance),noun,archaic] 
лепта,"lepton (coin); mite, two cents, (small) contribution",noun/noun, idiomatic] 
лептон,lepton,noun,
лепый,beautiful; good; proper; useful,adj/adj,"archaic, poetic or ironic]  archaic, poetic or ironic] "
лепёшка,"flatbread, flat cake, cookie; tablet, lozenge",noun/noun, 
лермонтовский,"Lermontov (anyone with this surname, or the town of this name)",adj,relational] 
лес,"forest, woods; (only singular) lumber, timber; (only plural) леса scaffolding, scaffold trestle, falsework; much, many, a lot of smth. (especially high, eminent)",noun/noun/noun/noun,   figuratively] 
леса,fishing line; scaffolding,noun/noun, 
лесбийский,lesbian (between two women; relating to female homosexuality),adj,
лесбиянка,lesbian,noun,
лесбиянский,lesbian (between two women; relating to female homosexuality),adj,
лесенка,diminutive of лестница: (short) flight of stairs; (short) ladder,noun,
лесистость,woodiness,noun,
лесистый,"woody, wooded, timbered",adj,
леска,fishing line,noun,
лесник,"ranger, forest ranger, woodsman",noun,
леснина,wild apple,noun,
лесничество,forestry; forest district,noun/noun, 
лесничий,"woodsman, forest ranger, chief forester; woodsman's, forest ranger's",noun/adj, relational] 
лесной,"forest, wood; lumber [American], timber [British]",adj/adj,relational]  relational] 
лесоведение,"dendrology, forestry (the study of trees)",noun,
лесовод,"forester, forest cultivator; silviculturist",noun/noun, 
лесоводственный,forestry; silvicultural,adj,relational] 
лесоводство,forestry; silviculture,noun/noun, 
лесоводческий,forestry,adj,relational] 
лесовоз,"log transporter, timber carrier",noun,
лесовозвращение,reforestation,noun,
лесовозобновление,reforestation,noun,
лесовой,alternative form of лесной,adj,
лесозавод,"lumber mill [American], timber mill [British], sawmill",noun,
лесозаготовительный,"lumbering, logging, timber-cutting, timber-felling",adj,
лесозаготовка,"lumbering, logging, timber cutting, timber felling",noun,
лесозащита,forest protection,noun,
лесозащитный,forest-protection,adj,relational] 
лесоинженерный,forest engineering,adj,relational] 
лесок,"grove, small wood",noun,
лесокатка,log-roller,noun,forestry] 
лесом,through the forest,adv,
лесоматериал,lumber; timber (U.S.),noun/noun, 
лесомелиоративный,forest-amelioration,adj,relational] 
лесомелиорация,forest amelioration,noun,
лесонасаждение,"afforestation, forest planting; forested tract, wood",noun/noun, 
лесообрабатывающий,timber-working,adj,
лесоохранение,forest-protection,noun,
лесопарк,forest-park,noun,
лесопилка,sawmill,noun,
лесопильный,"saw, sawing",adj,relational] 
лесопильня,sawmill,noun,
лесопитомник,forest-tree nursery; nursery garden; arboretum,noun/noun/noun,  
лесоповал,tree felling,noun,
лесополоса,woodland belt,noun,
лесопользование,"forest management, forest use, forest exploitation",noun,
лесопосадки,"forest plantations, forest plantings",noun,
лесопосадочный,forest-planting,adj,
лесопромышленник,"lumberman, lumber dealer [United States], timber merchant [British]",noun,
лесопромышленный,timber industry,adj,relational] 
лесоразработка,forest exploitation area; timber exploitation area,noun/noun, 
лесорастительный,forest and vegetation,adj,relational] 
лесоруб,"lumberman, lumberjack, logger, woodcutter",noun,
лесосека,"clearing; wood to be felled; wood-cutting area, cutting area",noun/noun/noun,  
лесосплав,timber-rafting,noun,
