term,definition,POS,notes
Meeresarm,estuary,m,
Meeresboden,seabed,m,
Meereschemie,chemical oceanography,f,chemistry] 
Meeresfisch,"saltwater fish, seafish",m,
Meeresfrüchte,seafood,p,
Meeresgrün,sea green,n,
Meereshorizont,the sea's horizon,m,
Meeresküste,"seashore, ocean shore, seacoast",f,
Meereslebewesen,marine organism; marine life,n/n, in the plural] 
Meeresorganismus,marine organism,m,
Meeresschicht,ocean layer,f,
Meeresschildkröte,sea turtle (any turtle that inhabits oceans),f,
Meeresschwamm,marine sponge,m,
Meeressediment,marine sediment,n,
Meeresspiegel,sea level (the nominal height of the surface of the oceans above which heights of geographical features and aircraft flight levels are measured),m,
Meeresstrand,seashore,m,
Meeresstraße,"strait; narrow channel of water connecting to bigger bodies of water; waterway; a navigable body of water such as a river, channel or canal",f/f,geography]  nautical] 
Meeresströmung,ocean current,f,
Meerestier,marine animal,n,zoology] 
Meeresvogel,seabird,m,
Meerjungfrau,mermaid,f,
Meerkatze,guenon (kind of monkey),f,
Meerrettich,horseradish,m,
Meerrettichsoße,horseradish sauce,f,
Meerrettichsuppe,horseradish soup,f,
Meersalz,sea salt,n,
Meerschaum,"seafoam (the foam of the churned-up sea); a soft white mineral, meerschaum; air fern (a hydroid in the genus Sertularia)",m/m/m,  
Meerschwein,porpoise; guinea pig,n/n," usually, diminutive] "
Meerschweinchen,"guinea pig, cavy",n,
Meersmann,surname,prop,
Meerwasser,seawater,n,
Meerwasserentsalzungsanlage,seawater desalination plant,f,
Meerwassersaline,salt pan (for the evaporation of seawater),f,
Meeting,"meeting (in the sense of a gathering of people/parties for a purpose, often used with the definite article to refer to ""meetings"" or ""a meeting "")",n,
Megabyte,megabyte (about a million bytes),n,
Megacandela,"a megacandela, a million candelas",n,
Megafon,"loudhailer [UK], bullhorn [US] (electronic megaphone); non-electric megaphone, speaking trumpet",n/n, rare] 
Megajoule,megajoule,n,
Megalomärtyrer,great martyr,m,
Megalomärtyrerin,great martyress; female equivalent of Megalomärtyrer,f,
Megaphon,alternative spelling of Megafon,n,
Megatonne,megaton,f,
Megawatt,megawatt,n,
Meggenhofen,Meggenhofen (municipality),prop} {n,
Mehdi,given name,prop} {m,
Mehl,flour; meal (ground cereal); powder; dust (any result of grinding),n/n, 
Mehlnährschaden,kwashiorkor,m,
Mehlsack,"flour sack, flour bag",m,
Mehlschwalbe,house martin [Delichon urbicum],f,
Mehlspeise,"Any food made with flour, sometimes also milk, butter, and eggs; dessert, sweet; cake",f/f/f, Austria]  Austria] 
Mehltau,mildew,m,
Mehmet,given name,prop} {m,
Mehr,"increase, excess; majority",n/n, 
Mehrdeutigkeit,ambiguity,f,
Mehrdimensionalität,multidimensionality,f,
Mehreinnahme,"additional receipt, additional revenue",f,
Mehrfachauswahlfrage,multiple-choice question,f,education] 
Mehrfachbindung,multiple bond,f,"chemistry, physics] "
Mehrfachrasierer,reusable razor,m,
Mehrfachvererbung,multiple inheritance,f,"programming, object-oriented] "
Mehrfamilienhaus,multifamily house,n,
Mehrfamilienwohnhaus,multifamily house,n,
Mehrheit,majority; bulk; majority (specified as absolute Mehrheit); plurality (specified as relative Mehrheit),f/f/f, politics]  politics] 
Mehrkomponentenreaktion,multicomponent reaction,f,chemistry] 
Mehrkosten,cost overrun,p,
Mehrnährstoffdünger,compound fertilizer,m,
Mehrpersonenhaushalt,multiperson household,m,
Mehrpreis,money that must be payed in addition; additional price,m,
Mehrspartenhauseinführung,"multiple-service building entry (building entry that combines conduits for water, electricity, gas, and other supply pipes)",f,engineering] 
Mehrsprachigkeit,multilingualism,f,
Mehrwegbehälter,reusable container,m,
Mehrwegbesteck,reusable cutlery,n,
Mehrwegfeuerzeug,refillable lighter,n,
Mehrwegflasche,returnable bottle,f,
Mehrweggeschirr,reusable dishes,n,
Mehrwegglas,reusable glass jars,n,
Mehrwegpackung,reusable (food) container,f,
Mehrwegrasierer,reusable razor,m,
Mehrwegspritze,reusable syringe,f,
Mehrwegverpackung,reusable (food) container,f,
Mehrwert,surplus value,n,
Mehrwertsteuer,value added tax (tax levied on added value of an exchange),f,
Mehrzahl,majority (the larger part of a group); plural,f/f, grammar] 
Mehrzeller,multicellular organism,m,
Mehrzentrenbindung,multi-centre bond,f,
Meier,administrator or leaseholder of a manor; independent peasant or tenant; any plant of the genus Asperula; surname,m/m/m/prop} {mf,historical]  historical]   
Meierei,"dairy (place, often a farm, where milk products are sold)",f,
Meik,"given name, phonetic spelling of Mike",prop,
Meike,"given name, variant spelling of Maike, a Low German and West Frisian pet form of Maria",prop} {f,
Meile,mile; league (unit of distance),f/f, 
Meilenstein,milestone (also figurative),m,
Meiler,earth kiln (for producing charcoal); (short for: Atommeiler) nuclear reactor,m/m, 
Meilinger,surname,prop,
Meineid,perjury,m,
Meiningen,Meiningen (municipality); Meiningen (municipality),prop} {n/prop} {n, 
Meinung,opinion,f,
Meinungsforscher,opinion pollster who is male,m,
Meinungsforscherin,opinion pollster who is female,f,
Meinungsfreiheit,freedom of opinion,f,
Meinungsmache,spin,f,
Meinungsumfrage,opinion poll,f,
Meinungsverschiedenheit,"difference of opinion, disagreement, argument",f,
Meiose,meiosis (cell division),f,
Meise,"chickadee, tit (small passerine bird of the genus Parus or the family Paridae)",f,
Meiseldorf,Meiseldorf (municipality),prop} {n,
Meisner,surname,prop,
Meissel,alternative spelling of Meißel,m,
Meissen,alternative spelling of Meißen,prop} {n,
Meister,master; champion,m/m, sports] 
Meisterschaft,mastery; championship,f/f, 
Meisterstück,"masterpiece (work created in order to qualify as a master craftsman); masterpiece (work of outstanding creativity, skill or workmanship)",n/n, by extension] 
Meisterung,mastering,f,
Meisterwerk,masterwork,n,
Meitnerium,meitnerium,n,
Meitschi,"lass, girl",noun,Switzerland] 
Meißel,chisel,m,
Meißen,Meißen (city),prop} {n,
Mekbuda,Zeta Geminorum,prop,
Mekka,Mekka (large city),prop,
Mekong,Mekong (river),prop} {m,
Melancholie,melancholia (a deep sadness or depression),f,
Melange,melange (all meanings),f,
Melani,given name; alternative form of Melanie; An Italian surname,prop/prop,"rare, uncommon]  "
Melanie,given name,prop,
Melanterit,melanterite,m,mineral] 
Melanzani,"aubergine, eggplant",f,Austria] 
Melasse,"molasses, treacle",f,
Melchior,given name; surname derived from the given name,prop/prop, 
Melde,"message; a plant of the genus Atriplex, orache, saltbush",f/f,obsolete]  
Meldegänger,A regimental runner,noun,military] 
Meldezettel,registration card,m,
Meldung,report; notification,f/f, 
Melina,given name,prop,
Melissa,given name,prop,
Melisse,lemon balm; any of several plants of the genus Melissa,f,
Melk,Melk (municipality); Melk (river),prop} {n/prop} {f, 
Melker,milker,m,
Melkkuh,cash cow,f,idiomatic] 
Melkmaschine,milking machine,f,
Mellau,Mellau (municipality),prop} {n,
Mellitsäure,mellitic acid,f,organic compound] 
Mellitsäureanhydrid,mellitic anhydride,n,organic compound] 
Melodie,melody (sequence of notes that makes up a musical phrase),f,
Melodrama,melodrama,n,
Melone,A melon (fruit); A bowler hat,f/f, 
Meltau,honeydew,m,
Melte,obsolete form of Melde,f,
Mem,meme,n,
Membervariable,member variable,f,"software, object-oriented] "
Membran,membrane; diaphragm,f/f, 
Membrane,membrane,f,
Membranpotential,membrane potential,n,biology] 
Memel,Memel (city); Memel (a <<river>> in <<c/Lithuania>> that runs by this city),prop} {f/prop} {f, 
Memeler,"Memelian, native or inhabitant of Memel; of or pertaining to the river Memel, the city Memel, or the people of Memel",noun/adj, 
Memetik,memetics,f,
Memme,breast; sissy,f/f, derogatory] 
Memmingen,Memmingen (independent city),prop,
Memo,memo,n,
Memoiren,memoirs,p,
Memoisation,memoization,f,computer] 
Memorandum,memorandum,n,
Menage,condiment set (found on dining tables); container for transporting a warm meal; military food rations,f/f/f," dated]  obsolete, outside, Austria] "
Menagerie,menagerie (collection of live wild animals); menagerie (a mix of various things),f/f, 
Menarche,menarche,f,
Mendelejew,Mendeleev,prop} {n,
Mendelevium,mendelevium,n,
Menden,"A town in the Sauerland of North Rhine-Westphalia, Germany",prop} {n,
Menetekel,writing on the wall,n,
Menge,quantity; multitude; crowd; set,f/f/f/f,   mathematics] 
Mengen,Mengen (town),prop} {n,
Mengenelement,macronutrient,n,
Mengenlehre,set theory (mathematical theory of sets),f,
Mengenrabatt,bulk / quantity discount,m,
Mengentext,body text,m,
Mengentheorie,set theory (mathematical theory of sets),f,
Mengenverhältnis,proportion,n,
Menhir,menhir,m,
Meningitis,meningitis,f,
Mennig,"red lead, lead tetroxide",m,
Mennigvogel,minivet,m,
Mensa,"cafeteria [at a university], student canteen",f,
Mensch,"human, human being, person; man",m/m, interjection] 
Menschanschauung,Menschanschauung,f,
Menschchen,diminutive of Mensch,n,very rare] 
Menschenaffe,"An ape or great ape (a tail-less primate); A hominid (a member of the family Hominidae, including humans)",m/m,colloquial]  scientific] 
Menschenfeind,misanthrope,m,
Menschenfleisch,human flesh,n,
Menschenfresser,cannibal; man-eater (animal that eats humans); ogre,m/m/m,colloquial]   mythology] 
Menschenfreund,philanthropist (male or of unspecified sex),m,
Menschenfuss,alternative spelling of Menschenfuß,m,
Menschenfuß,human foot,m,
Menschengeschlecht,humankind,n,
Menschenhand,human hand; hand-made,f/f, used attributively] 
Menschenhandel,human trafficking,m,
Menschenjagd,manhunt,f,
Menschenkenntnis,knowledge of human nature,f,
Menschenkind,human child,n,
Menschenleben,human life,n,
Menschenmenge,"crowd, throng (of people)",f,
Menschenrasse,a race of mankind [usually plural],f,
Menschenrecht,human right,n,
Menschenrechtsverletzung,violation of human rights,f,
Menschenscheu,anthropophobia,f,
Menschensohn,Son of Man,prop} {m,Christianity] 
Menschenverstand,human reason,m,
Menschenversuch,human experiment(ation); experiment(ation) on one or more human beings,m,usually in the plural] 
Menschheit,"humanity (human beings as a group), mankind",f,
Menschheitsbeglücker,a person who thinks of him/herself to bring happiness to mankind by his/her actions,m,ironic] 
Menschheitsgeschichte,human history,f,
Menschlein,diminutive of Mensch,n,rare] 
Menschlichkeit,humanity (the human condition),f,
Menschwerdung,incarnation; the evolutionary and intellectual development by which Homo sapiens sapiens came into being,f/f,"religion, chiefly Christianity]  biology, anthropology] "
Menstruation,menstruation,f,
Menstruationsbeschwerden,"period pain(s), menstrual cramps",p,
Menstruationszyklus,menstrual cycle,m,
Mensur,academic fencing (fencing practiced by some student corporations); mensur (measurement of the length of the vibrating string from the nut to the bridge); graduated cylinder,f/f/f," music]  chemistry, dated] "
Mentalität,"mentality, mindset",f,
Mentalitätsgeschichte,history of mentalities,f,historiography] 
Mentalitätswandel,"change of mentality, change of attitude",m,
Menthol,menthol,n,
Mentor,mentor,m,
Menuett,minuet,n,
Menü,"set meal, set menu; menu",n/n, computing] 
Meran,Meran (municipality),prop} {n,
Mercaptan,mercaptan,n,organic chemistry] 
Mercedes-Benz,Mercedes-Benz (an automotive brand from Daimler-Benz),prop,
Meridian,meridian,m,
Meristem,meristem (zone of active cell division),n,
Meritokratie,meritocracy,f,
Merk,"water parsnip (Sium gen. et spp.); mark, token, indicium",m/n, 
Merkel,surname,prop,
Merkel-Raute,a hand gesture made by resting one’s hands in front of the stomach so that the fingertips meet with the thumbs and index fingers forming a rough quadrangular shape,f,
Merkmal,"feature, characteristic, attribute (important or main item)",n,
Merkspruch,mnemonic,m,
Merkur,Mercury (planet); Mercury; mercury (alchemy),prop} {m/prop} {m/prop} {m, Roman god]  
Merkwürdigkeit,"strangeness, oddity",f,
Merle,given name,prop,
Merlot,Merlot,m,
Merowinger,Merovingians,prop} {p,
Merseburg,Merseburg (city),prop} {n,
Merseburger,pertaining to Merseburg; Merseburger (person from Merseburg); Merseburger (male person from Merseburg),adj/m/m,  
Merseburgerin,Merseburger (female person from Merseburg),m,
Merw,"Merv (historic city in Central Asia, now Turkmenistan)",prop} {n,
Meschede,Meschede (town),prop,
Meskalin,mescaline,n,
Mesmerismus,mesmerism,m,"medicine, historical] "
Mesoarchaikum,the Mesoarchean,prop,
Mesolekt,mesolect,m,linguistics] 
Mesologie,mesology,f,biology] 
Mesomerie,resonance (chemistry),noun,
Meson,meson,n,
Mesopotamien,Mesopotamia (region between Euphrates and Tigris),prop} {n,
Mesoproterozoikum,the Mesoproterozoic,prop,
Mesosphäre,mesosphere,f,
Mesozoikum,the Mesozoic,prop,
Message,message,f,
Messaging,messaging; instant messaging,n/n,"colloquial, computing]  colloquial, internet] "
Messbarkeit,measurability,f,
Messbecher,measuring cup,m,
Messbuch,missal,m,
Messdiener,"altar boy, altar girl",m,Christianity] 
Messdienerin,altar girl,f,Christianity] 
Messe,"fair (trade exhibition); mass, the eucharistic liturgy",f/f, Christianity] 
Messebau,"exhibition stand design, exhibition stand build services",m,
Messer,"knife; agent noun of messen; measurer, surveyor; gauge, meter",n/m/m/m,   
Messerchen,diminutive of Messer,n,
Messerlein,diminutive of Messer,n,
Messerspitze,knife tip; an imprecise amount of a (chiefly powdery) ingredient; a pinch; as much as would fit on the tip of a knife,f/f, cooking] 
Messerstecherei,"stabbing, knife fight; knifing",f,
Messerwerfer,knife thrower,m,
Messgerät,"gauge, meter (measuring device)",n,
Messias,"The Messiah / messiah (Jesus Christ, Jesus the Messiah, Jesus the Christ); Any other person believed or claiming to be the Messiah / messiah; A messiah or messiah-like figure",m/m/m,Christianity]   figurative] 
Messie,compulsive hoarder,m,
Messing,brass,n,
Messingschicht,brass coating / layer,f,
Messinstrument,"measuring instrument, measuring device, measuring tool",n,
Messkolben,volumetric flask,m,chemistry] 
Messopfer,Eucharist,n,Catholicism] 
Messschieber,vernier caliper,m,
Messstation,measuring station,f,
Messtechnik,metrology; measurement,f/f, 
Messuhr,dial gauge,f,
Messung,"measurement, mensuration; metering",f/f, 
Messverfahren,measurement method / process,n,
Messwert,"measurement, reading (measured value)",m,
Messy,alternative spelling of Messie,m,
Met,mead,m,
Meta,"given name, a variant of Margarete ( =Margaret) popular in Germany around 1900",prop,
Metaanalyse,meta-analysis,f,
Metabolismus,metabolism,m,
Metaborat,metaborate,n,inorganic chemistry] 
Metakieselsäure,metasilicic acid,n,inorganic compound] 
Metal,heavy metal (music),m,
Metall,metal; metal,n/n, heraldry] 
Metallanteil,metal content,m,
Metallatom,metal atom,n,"chemistry, physics] "
Metallbesteck,metal cutlery,n,
Metalldeckel,metal lid,m,
Metaller,"metalworker; metaller, metalhead",m/m, 
Metallfaß,alternative spelling of Metallfass,m,
Metallgabel,metal fork,f,
Metallgeschmack,metallic taste,m,
Metallgewinnung,metal extraction (branch of metallurgy),f,
Metallgitter,metal grid,n,
Metallhydrid,metal hydride,n,chemistry] 
Metallierung,metallation,f,
Metallion,metal ion,n,
Metallisierung,metallization,f,
Metallizität,metallicity,f,
Metalllegierung,metal alloy,f,metallurgy] 
Metalllöffel,metal spoon,m,
Metallmesser,metal knife,n,
Metalloberfläche,metal surface,f,
Metallocen,metallocene,n,organic chemistry] 
Metalloenzyme,metalloenzyme,f,enzyme] 
Metalloid,metalloid,n,
Metalloprotein,metalloprotein,n,protein] 
Metallothionein,metallothionein,n,protein] 
Metalloxid,metal oxide,n,inorganic chemistry] 
Metallpulver,metal powder,n,
Metallquirl,"metal beater, commonly made of steel",m,
Metallrohr,"metal tube, metal pipe",n,
Metallröhrchen,diminutive of Metallrohr,n,
Metallsalz,metal salt,n,inorganic chemistry] 
Metallschicht,metallic layer,f,
Metallschraube,metal screw,f,
Metallschräubchen,diminutive of Metallschraube,n,
Metallschutzgasschweißen,gas metal arc welding,n,
Metallselenid,metal selenide,n,inorganic chemistry] 
Metallspiegel,"speculum (metal mirror, especially in a telescope)",m,
Metallstaub,metal dust / powder,m,
Metallstück,piece of metal,n,
Metallteil,metal part,m,
Metallurg,metallurgist,m,
Metallurgie,metallurgy (science of metals),f,
Metallurgietechnik,metallurgical technology,f,metallurgy] 
Metallverarbeitung,metal processing,f,
Metallverbindung,metal compound,f,inorganic chemistry] 
Metallwert,value of the metal in a coin,m,
Metamorphose,metamorphosis,f,
Metapher,metaphor,f,
Metaphosphat,metaphosphate,n,inorganic chemistry] 
Metaphysik,metaphysics,f,
Metasprache,metalanguage,f,
Metastase,metastasis,f,pathology] 
Metastudie,metastudy,f,
Metathese,metathesis,f,
Metavanadat,metavanadate,n,inorganic chemistry] 
Metempsychose,metempsychosis,f,"religion, chiefly in the singular] "
Meteor,meteor (streak of light caused by extraterrestrial matter entering the atmosphere),m,
Meteoreisen,meteoritic iron,n,geology] 
Meteorit,meteorite,m,"astronomy, geology] "
Meteoritenschauer,meteorite shower,m,
Meteorologe,meteorologist,m,
Meteorologie,meteorology,f,
Meteorologin,female meteorologist,f,
Meter,meter (unit of measure),m,
Meterspur,metre gauge. Some tramways and historic trains run on it,f,rail] 
Methan,methane,n,organic compound] 
Methanal,"methanal, formaldehyde",n,organic compound] 
Methanhydrat,methane hydrate,n,
Methanisierung,methanation,f,chemistry] 
Methanol,methanol,n,organic compound] 
Methanthiol,methanethiol,n,organic compound] 
Methionin,methionine (amino acid),n,
Methode,method (process by which a task is completed); method (subroutine or function in object-oriented languages),f/f, object-oriented programming] 
Methodik,methodology; methods (collectively),f/f, in the plural] 
Methodologie,"methodology (a collection of methods, practices, procedures and rules used by those who work in some field)",f,
Methoni,Methoni,prop,
Methyl,methyl,n,
Methylbromid,methyl bromide,n,organic compound] 
Methylchlorid,methyl chloride,n,organic compound] 
Methylen,methylene,n,organic chemistry] 
Methylenblau,methylene blue,n,organic compound] 
Methylenchlorid,methylene chloride,n,organic compound] 
Methylgruppe,methyl group,f,organic chemistry] 
Methylisobutylketon,methyl isobutyl ketone,n,organic compound] 
Methyllithium,methyllithium,n,organic compound] 
Methylmethacrylat,methyl methacrylate,n,organic compound] 
Methylorange,methyl orange,n,organic compound] 
Metier,"métier, profession",n,
Metnitz,Metnitz (municipality); Metnitz (river),prop} {n/prop} {f, 
Metonym,metonym,n,grammar] 
Metonymie,metonymy,f,
Metrik,metrics; metric,f/f,grammar]  math] 
Metro,metro,f,
Metronom,metronome,n,
Metropole,"metropolis; very large city; city which dominates its surroundings due to its population, administrative power or culture(s)",f,
Metropolis,metropolis; a bishop's see,f/f, 
Mett,"minced meat; such meat, seasoned and eaten raw, usually on bread (a popular snack in Germany)",n/n,"regional, northern and central Germany]  more widely used] "
Mette,Matins,f,
Metternich,surname,prop,
Metteur,typesetter,m,
Mettmach,Mettmach (municipality),prop} {n,
Mettwurst,"a strongly flavoured German sausage made from raw minced pork, which is preserved by curing and smoking",f,
Metz,Metz (capital city),prop} {n,
Metzer,"Metzian (a person from, or an inhabitant of, Metz); Metzian (of or pertaining to the city of Metz)",m/adj, 
Metzerin,feminine noun of Metzer,f,
Metzger,butcher (male or of unspecified sex),m,"regional, chiefly western Germany, southern Germany, Austria, Switzerland] "
Metzgerei,butcher's (butcher's shop),f,
Metzgete,"A feast, especially at a farm, of sausages and other meat from newly-slaughtered animals, especially pigs; A plate of ham, sausages and other pork meats served with sauerkraut",f/f,Switzerland]  Switzerland] 
Meuchelmord,assassination,m,
Meuchelmörder,assassin,m,
Meuchelpuffer,pistol,m,
Meute,"a pack of animals, especially hunting dogs; a large mob of people, especially ones who are angry or agitating for something",f/f, 
Meuterei,mutiny,f,
Meuterer,mutineer,m,
Mexicum,[dated] Mexico,prop} {n,
Mexikaner,Mexican (person),m,
Mexikanerin,Mexican (female person from Mexico or of Mexican descent),f,
Mexiko,Mexiko (country),prop} {n,
Mexiko-Stadt,Mexiko-Stadt (capital),prop,
Mexikoente,Mexican duck (Anas diazi),f,
Meyer,surname; surname,prop/prop, 
Meßbecher,alternative spelling of Messbecher,m,
Meßbuch,alternative spelling of Messbuch,m,
MfS,initialism of Ministerium für Staatssicherheit,prop} {n,
Mi,"abbreviation of Mittwoch ""Wednesday""",noun,
Mi.,"abbreviation of Mittwoch ""Wednesday""",noun,
Mia,given name,prop,
Miargyrit,miargyrite,m,mineral] 
Miassit,miassite,m,mineral] 
Micha,given name; the biblical book of Micah; given name,prop} {m/prop} {m/prop,countable]  uncountable]  
Michael,given name; Michael the Archangel,prop} {m/prop} {m, 
Michaela,given name,prop,
Michel,given name; simpleton,prop} {m/m, derogatory] 
Michelbach,"Michelbach (municipality); One of two municipalities in Rhineland-Palatinate, Germany",prop} {n/prop} {n, 
Micheldorf,Micheldorf (municipality),prop} {n,
Michelhausen,Michelhausen (municipality),prop} {n,
Michelle,given name recently borrowed from French,prop} {f,
Michiganwaldsänger,Kirtland's warbler (Dendroica kirtlandii),m,
Michäas,the book of Micah; the figure Micah; given name,prop} {m/prop} {m/prop} {m,"biblical, rare]  biblical, rare]  "
Midas,Midas,prop} {m,
Mieder,bodice,n,
Mieders,Mieders (municipality),prop,
Mieming,Mieming (municipality),prop} {n,
Miene,"expression, face",f,
Miesenbach,Miesenbach (municipality),prop} {n,
Miesepeter,curmudgeon (ill-tempered person); whinger,noun/noun, 
Miesmuschel,"a type of edible mussel common to the North Sea- the blue mussel, Mytilus edulis",f,
Miete,rent,f,
Mieteinnahmen,rental income,fp,plurale tantum] 
Mieter,renter; tenant,m/m, 
Mieterin,feminine noun of Mieter,f,
Mietling,hireling,m,
Mietshaus,"any house where people live for rent, e.g. an apartment building",n,
Mietvertrag,lease agreement; rental agreement,m/m, 
Mietwagen,"rental car, hired car",m,
Mieze,pussy (cat); (informal) attractive woman; (informal) pretty cat,f/f/f,colloquial]   
Miezekatze,pussy-cat,f,
Migrant,migrant,m,
Migration,migration; migration,f/f, computing] 
Migrationshintergrund,migrantion background [i.e. being a migrant or having one or more parents or grandparents be migrants],m,
Migräne,migraine,f,
Mike,given name,prop,
Mikro,clipping of Mikrofon; clipping of Mikrowelle,n/f,colloquial]  colloquial] 
Mikrobe,microbe,f,
Mikrobiologie,microbiology,f,
Mikroelektrode,microelectrode,f,
Mikroelektronik,microelectronics,f,
Mikrofaser,microfiber,f,textile] 
Mikrofon,microphone,n,
Mikrogramm,microgram,n,
Mikrokristall,microcrystal,m,
Mikrometer,micrometer,m} {n,
Mikromol,micromole,n,chemistry] 
Mikromotor,micromotor,m,
Mikronesien,Micronesia,prop} {n,
Mikronesier,Micronesian (A person from Micronesia or of Micronesian descent),m,
Mikronesierin,Micronesian (woman from Micronesia or of Micronesian descent),f,
Mikronährstoff,micronutrient,m,
Mikroorganismus,microorganism,m,
Mikroplastik,microplastic,f,
Mikroprozessor,microprocessor,m,
Mikroskop,microscope; Microscopium (constellation),n/prop} {n, 
Mikrostruktur,microstructure,f,
Mikrowelle,"microwave, microwave oven; microwave",f/f,"cooking]  physics, usually plural] "
Mikrowellenfilter,microwave filter,n,physics] 
Mikrowellenherd,microwave oven (appliance for cooking food using microwave energy),m,formal] 
Mikrowellenstrahlung,microwave radiation,f,
Mikwe,mikveh (ritual bath),f,Judaism] 
Milan,kite (bird),m,
Milankovic-Zyklus,alternative form of Milanković-Zyklus,m,climatology] 
Milankovich-Zyklus,alternative form of Milanković-Zyklus,m,climatology] 
Milankovitch-Zyklus,alternative form of Milanković-Zyklus,m,climatology] 
Milanković-Zyklus,Milankovitch cycle,m,climatology] 
Milankowitsch-Zyklus,alternative form of Milanković-Zyklus,m,climatology] 
Milbe,mite (an arachnid),f,
Milbenkäse,"mite cheese, Milbenkäse",m,
Milch,"milk (white liquid produced by female mammals for their young to consume); milk (white or whitish liquid that is exuded by certain plants); white liquid that is a mixture of other substances, where one of the components is very finely distributed; white semen of a male fish",f/f/f/f,   
Milchbart,milk moustache (white residue on the upper lip after a deep sip of milk); downy beard of a youth; a youth who has such a beard; immature man,m/m/m,"literal]   by extension, derogatory] "
Milchbruder,milk brother,m,
Milchfieber,milk fever,n,
Milchfisch,"milkfish, Chanos chanos",m,
Milchflasche,milk bottle,f,
Milchgesicht,"milksop, greenhorn (weak, immature youth); baby face (youthful face)",n/n,"colloquial, derogatory]  "
Milchglas,milk glass (opaque glass); milk drinking glass,n/n, 
Milchhörnchen,synonym of Hörnchen,n,
Milchkaffee,latte (steamed milk with espresso); coffee with milk; café au lait,m/m/m,  
Milchkarton,milk carton,m,
Milchkuh,"dairy cow, milk cow",f,
Milchmann,milkman,m,
Milchmixgetränk,milkshake,n,
Milchmädchen,milkmaid,n,
Milchmädchenrechnung,"naive calculation, counting the chickens before they're hatched",f,idiomatic] 
Milchprodukt,dairy product,n,
Milchpulver,"milk powder, powdered milk",n,
Milchquarz,milky quartz,m,
Milchreis,rice pudding; pudding rice,m/m, 
Milchschlange,milk snake (Lampropeltis triangulum),f,
Milchschokolade,milk chocolate,f,
Milchschwester,milk sister,f,
Milchshake,milkshake,m,
Milchstorch,milky stork [Mycteria cinerea],m,
Milchstraße,Milky Way (Galaxy),f,
Milchsäure,lactic acid,f,organic chemistry] 
Milchvieh,dairy cattle,n,
Milchzahn,milk tooth (tooth of the first set of teeth),m,
Milchzucker,lactose,m,
Milde,mildness; leniency,f/f, 
Mildenberger,surname,prop,
Milderung,mitigation,f,
Milieu,"social background, environment; atmosphere, ambiance; underworld; demimonde [dated], world of prostitution",n/n/n,  
Militanz,militancy,f,
Militarismus,militarism,m,
Militarist,militarist,m,
Militaristin,female militarist,f,
Militär,military; serviceman,n/m, 
Militärakademie,"military academy, military school",f,
Militärangehöriger,serviceman,m,
Militärdienst,military service,m,
Militärgeschichte,military history; military story,f,
Militärregierung,military government,f,politics] 
Militärzensur,military censorship,f,
Miliz,militia,f,
Milizionär,militiaman,m,
Millardenmarkt,market worth billions,m,
Mille,synonym of tausend,f,"colloquial, usually, in the plural] "
Millennium,millennium (thousand-year period),n,
Milliarde,"milliard, [short scale] billion, 10^9",num,
Milliardstel,billionth (thousand millionth),n,
Milliardär,billionaire,m,
Milligramm,milligram,n,
Millikelvin,millikelvin,n,
Milliliter,millilitre (one thousandth of a litre),m,
Millimeter,millimetre (one thousandth of a metre),m} {n,
Millimetternich,"Nickname for Engelbert Dollfuss, Austrofascist dictator of Austria",prop} {m,pejorative] 
Million,"A million, 10^6",f,
Millionenhöhe,million(s),f,
Millionenstadt,a city with a population above one million; megacity,f,
Millionstel,one millionth (fraction),n,
Millionär,millionaire (male or of unspecified sex),m,
Millionärin,"millionaire (female), millionairess",f,
Millisekunde,millisecond (one one-thousandth of a second),f,
Millsch,Millian,adj,
Mils,Mils (municipality),prop,
Milz,"spleen, milt",f,
Milzbrand,anthrax,m,
Mimose,Mimosa; sensitive plant (Mimosa pudica); A very touchy person,f/f,botany]  figuratively] 
Mimosengewächs,any plant of the Mimosoideae subfamily,n,
Minarett,minaret (mosque tower),n,
Minderheit,minority,f,
Minderheitensprache,minority language,f,
Minderheitsregierung,minority government (government backed by less than half of votes in parliament),f,
Minderjähriger,minor (someone below the legal age),m,Law] 
Minderung,"decimation; decline, decrease; decrementation; depression; deterioration; diminution; drop-off; impairment; lessening; loss; lowering, reduction; mitigation; price reduction",f/f/f/f/f/f/f/f/f/f/f/f/f,           legal]  legal] 
Minderwertigkeit,"inferiority, low quality",f,
Minderwertigkeitskomplex,inferiority complex,m,
Minderzahl,"minority, inferior number(s)",f,
Mindesthaltbarkeitsdatum,"expiry date, best-before date; shelf life",n/n, 
Mindestlohn,minimum wage,m,
Mine,"a mine; a mine; pencil lead, ballpoint pen reservoir (tube)",f/f/f,weapons]  mining]  
Minenfeld,minefield,n,
Minenministerium,ministry of mining,n,
Mineral,mineral,n,
Mineralanalyse,mineral analysis,f,"mineralogy, inorganic chemistry] "
Mineralklasse,mineral class,f,mineralogy] 
Mineralkonzentrat,mineral concentrate,n,
Mineralname,mineral name,m,mineralogy] 
Mineraloge,mineralogist,m,
Mineralogie,mineralogy,f,
Mineralstoff,mineral; mineral supplement,m/m, 
Mineralstoffwechsel,mineral metabolism,m,biochemistry] 
Mineralsystematik,mineral classification,f,mineralogy] 
Mineralsäure,mineral acid,f,
