term,definition,POS,notes
escarpin,high-heeled woman's shoe,m,
escarpolette,swing (e.g. playground fixture),f,
escarpé,steep (near-vertical),adj,
escarre,"eschar, bedsore",f,
eschatologie,"eschatology (system of doctrines concerning final matters, such as death)",f,
eschatologique,eschatological,adj,
esche,bait,f,
escher,To bait a hook,v,
escient,"wisdom, knowledge",m,
esclaffer,to burst out in laughter,vr,
esclandre,"scandal; scene, fracas",m,
esclavage,slavery (institution or practice of owning human beings),m,
esclavagisme,proslavery,m,
esclavagiste,proslavery; slaver,adj/mf, 
esclave,slave,mf,
esclavon,Slavonic,adj,
escoffien,Escoffierian,adj,
escoffier,to kill,v,archaic] 
escofier,alternative form of escoffier,v,
escogriffe,beanpole (lanky man),m,colloquial] 
escompte,discount,m,
escompter,"to discount because of a payment by anticipation; to anticipate, to be in the hope of",v/v, 
escopateur,a garbage man/bin man,m,Rennes] 
escopette,"carbine, escopet",f,
escopettier,carabineer,m,
escorte,"escort, suite",f,
escorter,to escort; to accompany,v/v, 
escorteur,escort (ship),m,nautical] 
escouade,"squad, squadron",f,
escourgeon,bere (type of barley),m,
escrime,fencing (sport),m,
escrimer,"to fence, to do fencing (sport); to apply oneself, to exert oneself",v/vr,dated]  
escrimeur,a fencer; someone who participates in the sport of fencing,m,
escrimeuse,fencer,f,
escrivain,obsolete spelling of écrivain,m,
escroc,"crook (a criminal who steals); baddy (evil character, in a story)",m/m, 
escroquer,to swindle,v,
escroquerie,"swindle, swindling; fraud",f/f, legal] 
escudet,navelwort,m,
esculape,"A medical doctor, physician",m,colloquial] 
esculapien,"Aesculapian; A medical doctor, physician",adj/m, colloquial] 
esculetine,aesculetin,f,
esculique,esculic,adj,organic chemistry] 
esgal,archaic spelling of égal,adj,
esgalité,archaic spelling of égalité,f,
esgourde,ear,f,"France, anatomy, colloquial] "
eskimo,Eskimo,adj,
esloigner,archaic spelling of éloigner,v,
esmérillon,swivel,m,
espace,space; space,m/f, typography] 
espace-temps,spacetime (four dimensional continuum),m,
espacement,spacing (out),m,
espacer,"to space out, to allow gaps or intervals between",vt,
espacé,spaced out,adj,
espadon,swordfish; espadon (sword),m/m, 
espadrille,"espadrille; sneaker, running shoe",f/f,European French]  Quebec] 
espagnol,"Spanish, from or otherwise related to Spain, its people etc; Spanish language",adj/m, 
espagnolette,espagnolette (window locking device),f,
espalier,espalier; wall bars,m/m,agriculture]  sports] 
esparcette,"esparcet, sainfoin",f,
espargue,synonym of asperge,f,
esperluette,ampersand,f,
esperluète,alternative form of esperluette,f,
espingole,blunderbuss (weapon),f,
espiogiciel,spyware,m,computing] 
espion,spy (person who secretly watches),m,
espionite,spy mania / paranoia,f,
espionnage,espionage; spying,m,
espionne,feminine noun of espion,f,
espionner,to spy (to act as a spy),v,
espionnite,alternative form of espionite,f,
espiègle,"prankster, imp, rascal; playful, frolicsome; impish, mischievous; skittish",m/adj/adj/adj,   
espièglement,playfully,adv,
espièglerie,"mischief, cheekiness (vexatious or annoying conduct)",f,
esplanade,"esplanade, plaza, square, piazza",f,
espliquer,"alternative form of expliquer, to explain",v,"Louisiana French, Cajun French, ] "
espoir,hope,m,all senses] 
esponton,spontoon,m,
esposer,obsolete spelling of exposer,v,
esprit,"immaterial or incorporeal substance; disembodied mind; mind (in the wide sense); mind (as principle of thought); specific mind aptitude; high mind aptitude; deep intention, sense, or purpose (of a text, action, attitude...); philosophy (in figurative sense); human being, as possessing abilities of mind; (old) volatile fluid ; (in particular) alcohol",m/m/m/m/m/m/m/m/m,       metonymy]  
esprit-de-vin,spirits of wine,m,
espèce,"type, sort, kind; species; cash, specie, coin",f/f/f, taxonomy]  in the plural] 
espécialement,especially,adv,"Louisiana French, Cajun French, ] "
espérable,expected; hoped for,adj,
espérance,hope,f,
espérantiser,to Esperantize,v,
espéranto,Esperanto (auxiliary language),m,
espérantologue,Esperantologist,mf,
espérer,"to hope; to hope for; to have faith, to trust [with en (in)]; [Normandy] to wait",vi/vt/vi/v,   Louisiana French] 
esque,Bait used for fishing,f,
esquicher,To squeeze,v,
esquif,skiff (any of various types of boats small enough for sailing or rowing by one person),m,literary] 
esquille,splinter,f,
esquimau,Eskimo (attributive); Inuit (language of the Eskimo); snowsuit,adj/m/m,  
esquinter,"to damage, ruin, or wear out, especially through use or misuse",v,
esquipot,"A meal where everyone contributes, a picnic, a potluck; money box",m/m," slang, dated] "
esquisse,sketch (quick freehand drawing); sketch (brief description),f/f,arts]  
esquisser,"to sketch; to draft, outline",v/v, 
esquiver,"to dodge (a blow), duck; to sidestep, to strafe; to slip away",vt/vt/vr,  
essai,"try, trial; assay; try; essay, composition of moderate length exploring a particular issue or subject",m/m/m/m,  rugby]  
essaim,"swarm (of bees, insects etc.)",m,
essaimage,swarming (of bees); swarming (when a lot of animals or people congregate),m/m, 
essaimer,to swarm; to swarm (to go in a massive group),v/v,"of bees]  figuratively, of people] "
essart,assart,m,
essarter,"to clear forest land of trees, bushes, etc.; to assart",v,
essayage,"fitting, trying on",m,
essayer,"to test, to try on; to try, to attempt",vt/v," with ""de""] "
essayeur,fitter; assayer,m/m, 
essayeuse,"assayer, fitter (female); A woman employed in clothing stores to fit clients with clothes",f/f, 
essayiste,essayist,mf,
esse,letter: s,m,
essence,"essence; petrol, gasoline; essence, essential oil",f/f/f,"philosophy, theology]   "
essencerie,gas station; petrol station,f,Africa] 
essencier,essencier,m,
essentialisme,essentialism,m,philosophy] 
essentialité,"essentialness; essentiality, essence",f/f, 
essentiel,"essential; essential; essence, essential part",adj/m, 
essentiellement,essentially,adv,
esseuler,to isolate; to isolate oneself,vt/vp, 
esseulé,"left alone, stranded, forlorn",adj,
essieu,"axel, axle (of a car)",m,
essif,the essive case,m,grammar] 
essonnien,Of or from Essonne,adj,
essor,"flight (the time of soaring, for a bird); soaring (great success)",m/m, figurative] 
essorage,"spinning, spin-drying; wringing (out)",m/m, 
essorer,"to dry out, to hang out to dry (e.g. washing); wring, wring out",v/v, 
essoreuse,"mangle, wringer",f,
essoufflement,breathlessness; panting,m/m, 
essouffler,"to knock the wind out of, leave breathless; to become breathless; to lose steam, to tail off",vt/vr/vr,  
essoufflé,"out of breath, breathless",adj,
essuie-glace,windscreen wiper,m,
essuie-mains,hand towel,m,
essuie-tout,"paper towel, kitchen towel",m,
essuyer,"to wipe, to wipe down",v,
est,east; east,adj/m, 
est-il,is he; is it,phrase/phrase, impersonal] 
est-nord-est,east-northeast (compass point),m,
est-quart-nord-est,east by north (compass point),m,
est-quart-sud-est,east by south (compass point),m,
est-sud-est,east-southeast (compass point),m,
establishment,establishment (ruling authority),prop} {m,
estafette,courier; dispatch rider,f/f, military] 
estafier,"armed valet; bodyguard, hatchet man",m,
estafilade,"gash, slash",f,
estaminet,restaurant room where smoking is allowed; small café,m/m,obsolete]  by extension] 
estampage,estampage,m,
estampe,print,f,
estamper,to emboss; to stamp (mark by pressing quickly and heavily),v/v, 
estampie,A medieval French dance,f,historical] 
estampille,stamp (device for imprinting); stamp (imprint made by a stamp),f/f, 
estampiller,to stamp (mark with a stamp),v,
ester,to appear; to be; ester,v/v/m,"legal, rare]  archaic]  organic chemistry] "
esthète,"aesthete (someone who cultivates an unusually high sensitivity to beauty, as in art or nature)",mf,
esthésie,aesthesia,f,
esthéticien,beautician,m,
esthéticienne,feminine noun of esthéticien,f,
esthétique,aesthetic (concerned with beauty); aesthetics (study of beauty),adj/f, 
esthétiquement,aesthetically,adv,
esthétisant,"aestheticized, aestheticizing",adj,
esthétisme,estheticism,m,
esti,alternative form of ostie,f,
estimable,"estimable, creditable; esteemed",adj/adj, 
estimateur,"estimator, assessor",m,
estimatif,estimated,adj,
estimation,estimate; estimation (rough calculation or guess),f,
estime,esteem; estimation,f/f, 
estimer,"to estimate, to calculate roughly; to esteem, to hold in high regard; to give some thought to, to consider",vt/vt/vt,  
estival,"estival, summery",adj,
estivant,summer holidaymaker,m,
estivation,estivation,f,
estiver,to estivate,v,
estoc,"(type of) sword, rapier",m,
estocade,"the mortal impalement of a bull, in bullfighting",f,
estomac,stomach,m,anatomy] 
estomach,obsolete form of estomac,m,
estomaquer,"to flabbergast, stupefy",vtr,
estomaqué,flabbergasted,adj,
estomper,"to blur, to make indistinct, to dim; to become blurred; to die down, to fade away",v/vr/vr,  
estonien,"Estonian, the Estonian language; Estonian",m/adj, 
estoquer,to impale,v,
estouffade,estouffade,f,
estourbi,stunned,adj,
estourbir,To stun or knock out,vt,colloquial] 
estrade,"platform, podium",f,
estragol,estragole,m,organic compound] 
estragon,tarragon (the plant); tarragon (the leaves),m/m, 
estramaçon,(a type of) broadsword,m,historical] 
estrapade,"strappado, a torture or punishment technique where the victim is tied at a pole which is dropped from a considerable height to just above the soil; aboard a vessel, the victim is dipped into the sea; mast or other contraption constructed for such torturous treatment; gymnastic exercise, where the athlete hangs from a rope and passes the rest of the body in between both arms",f/f/f,  
estre,archaic spelling of être,v,
estropier,cripple,v,
estropié,"maimed, crippled; cripple",adj/m, 
estrémaduran,Extremaduran (the language of Extremadura),m,
estuaire,estuary,m,
estuarien,estuarine,adj,
estudiantin,student (attributive),adj,
esturgeon,sturgeon,m,
estérification,esterification,f,organic chemistry] 
estérifier,to esterify,vt,organic chemistry] 
estérifié,esterified,adj,
et,and,conj,
et/ou,and/or,conj,
etc.,et cetera (and so on),adv,
ethlete,ethlete,mf,
ethmoïdal,"ethmoidal, ethmoid",adj,anatomy] 
ethmoïde,ethmoid,adj,
ethnarque,ethnarch,m,
ethnicité,ethnicity,f,
ethnie,ethnic group,f,
ethnique,ethnic,adj,
ethniquement,ethnically,adv,
ethno-,ethno-,prefix,
ethnoastronomie,ethnoastronomy,f,astronomy] 
ethnobiologie,ethnobiology,f,biology] 
ethnobiologiste,ethnobiologist,mf,biology] 
ethnocentrique,ethnocentric (related to ethnocentrism),adj,
ethnocentrisme,ethnocentrism,m,
ethnocentriste,ethnocentrist,adj,
ethnoclassification,ethnoclassification,f,
ethnoculturel,ethnocultural,adj,
ethnoentomologie,ethnoentomology,f,
ethnoentomologiste,ethnoentomologist,mf,
ethnographe,ethnographer (one who studies ethnography),mf,
ethnographie,ethnography,f,
ethnographier,to record in the form of an ethnography,v,
ethnographique,ethnographic,adj,
ethnolinguistique,ethnolinguistic,adj,
ethnologie,ethnology,f,
ethnologique,"ethnologic, ethnological",adj,
ethnologiquement,ethnologically,adv,
ethnologue,ethnologist,mf,
ethnomathématique,ethnomathematical; ethnomathematics,adj/f, maths] 
ethnomusicologie,ethnomusicology,f,
ethnomusicologique,ethnomusicologic,adj,
ethnomusicologiquement,ethnomusicologically,adv,
ethnomusicologue,ethnomusicologist,mf,
ethnonyme,ethnonym,m,
ethnoornithologie,ethnoornithology,f,
ethnoornithologiste,ethnoornithologist,mf,
ethnopolitique,ethnopolitical; ethnopolitics,adj/f, 
ethnopsychiatre,ethnopsychiatrist,mf,
ethnopsychiatrie,ethnopsychiatry,f,
ethnozoologie,ethnozoology,f,
ethnozoologiste,ethnozoologist,mf,
eubactérie,eubacterium,f,
eucalyne,eucalyn,f,carbohydrate] 
eucalyptus,eucalyptus,m,
eucaryote,eukaryote,m,cytology] 
eucharistie,Eucharist,f,Christianity] 
eucharistique,eucharistic,adj,
euclidien,Euclidean,adj,
eucologe,euchologion,m,
eudiomètre,eudiometer (tube for measuring volume of gases),m,
eudiométrie,eudiometry,m,
eudiométrique,eudiometric,adj,
eugénie,eugenics,f,
eugénine,eugenin,f,
eugénique,eugenic,adj,
eugénisme,eugenics,m,
eugéniste,eugenist; eugenist,adj/mf, 
eugénol,eugenol,m,organic compound] 
eugénésie,eugenics,f,
eugénésique,eugenic,adj,
euh,"er, um, uh; expressing hesitation, reflection, confusion, or doubt",interj,
eulérien,Eulerian,adj,
eumélanine,eumelanin,f,
eunuchat,quality of being a eunuch,m,
eunuque,eunuch,m,
euphonie,euphony,f,
euphonique,euphonic,adj,
euphoniquement,euphonically,adv,
euphorbe,spurge (any plant of the genus Euphorbia),f,
euphorbique,euphorbic,adj,
euphorie,euphoria (an excited state of joy),f,
euphorique,"euphoric, very happy, exhilarated",adj,
euphorisant,euphoriant,adj,
euphotique,euphotic (describing that part of the near-surface ocean in which photosynthesis is possible),adj,
euphraise,eyebright,f,
euphémique,euphemistic,adj,
euphémiquement,euphemistically,adv,
euphémisme,euphemism,m,
eurasiatique,Eurasian,adj,
eurasien,Eurasian (of or from Eurasia),adj,
eurhodine,eurhodine,f,organic compound] 
euristique,heuristic,adj,
euro,euro (currency),m,
euro-,Euro- (forms words relating to Europe),prefix,
eurochèque,Eurocheque,m,
eurocommunisme,Eurocommunism,m,
eurocommuniste,Eurocommunist; Eurocommunist,adj/mf, 
eurodéputé,"MEP, Eurodeputy",m,
eurodéputée,female equivalent of eurodéputé,f,
euromissile,Euromissile,m,
europate,europate,m,inorganic chemistry] 
europhile,"europhile; europhilic, europhile",mf/adj, 
europhilie,europhilia (love of Europe),f,
europhobe,Europhobic,adj,
europium,europium,m,
européanisation,Europeanisation,f,
européaniser,to Europeanize,v,
européen,European,adj,
européiste,pro-European; pro-European,adj/mf, 
eurosceptique,Eurosceptic; Eurosceptic,adj/mf, 
eurytherme,eurythermal,adj,biology] 
euryxène,euryxenous,adj,biology] 
euryèce,euryoecious,adj,ecology] 
eurêka,eureka,interj,
eusocial,eusocial,adj,biology] 
eusocialement,eusocially,adv,biology] 
eusocialité,eusociality,f,biology] 
eustatisme,eustasy,m,
eutectique,"eutectic; eutectic (point, mixture)",adj/m, 
eutectoïde,eutectoid,adj,physics] 
eutexie,eutexia,f,
euthanasie,euthanasia (practice of killing a human being or animal),f,
euthanasier,to euthanise,v,
eutrophe,"eutrophic, providing nutrients",adj,"geography, of a swamp or a similar water reservoir] "
eutrophie,eutrophy,f,physiology] 
eutrophique,"eutrophic, providing nutrients; eutrophic, promoting health and nutrients",adj/adj,"geography, of a swamp or a similar water reservoir]  medicine] "
eutrophisation,eutrophication,f,
eutrophiser,to render eutrophic,v,physiology] 
eux-autres,they,pron,"Canada, Louisiana] "
eux-mêmes,themselves,pron,emphatic] 
euxénite,euxenite,m,mineral] 
eventrer,obsolete form of éventrer,v,
ex-aequo,alternative spelling of ex aequo,adv,
ex-æquo,alternative spelling of ex aequo,adv,
ex.,abbreviation of exemple,n,
exa-,exa-,prefix,
exacerbation,exacerbation,f,
exacerber,"to exacerbate, to worsen",v,
exact,exact; precise,adj,
exactement,"exactly, quite",adv,
exacteur,exactor,m,
exaction,extortion; exaction,f/f, 
exactitude,"exactitude, accuracy",f,
exactrice,feminine singular of exacteur,f,
exagérateur,exaggerator,m,
exagération,exaggeration,f,
exagératrice,feminine singular of exagérateur,f,
exagérer,to exaggerate,v,
exagérément,exaggeratedly (in an exaggerated way),adv,
exakatal,exakatal,m,
exaltation,exaltation,f,
exalter,"to elate, thrill; to be elated",vt/vr, 
exam,Short for examen,m,colloquial] 
examen,"exam, test",m,
examinateur,examiner,m,
examinatrice,examiner,f,
examiner,to examine,v,
exanimé,"exanimate, lifeless",adj,obsolete] 
exanthème,"exanthem, exanthema",m,
exaoctet,exabyte,m,computing] 
exarchat,exarchate,m,historical] 
exarque,exarch; exarch,m/m,historical]  religion] 
exaspérant,exasperating,adj,
exaspération,"exasperation, an exasperated feeling of annoyance, aggravation; exasperation (due to actions that cause great irritation or anger)",f/f, 
exaspérer,to exasperate (to frustrate),v,
exaucement,fulfilment,m,
exaucer,to fulfil the wish of a prayer,vt,religion] 
exbioctet,exbibyte,m,
excavateur,"excavator (vehicle, often on tracks, used to dig ditches etc; a backhoe)",m,
excavation,excavation,f,
excavatrice,excavator,f,
excaver,to excavate,v,
excellement,alternative spelling of excellemment,adv,obsolete or nonstandard] 
excellemment,excellently; brilliantly,adv,
excellence,Excellence; Excellency (term of address),f/f, 
excellent,excellent; splendid,adj,
excellentissime,superexcellent,adj,
excellentissimement,very excellently,adv,rare] 
exceller,to excel,v,
excentrer,to offset,v,
excentricité,eccentricity (the quality of being eccentric); eccentricity (a ratio between distances in a conic section),f/f, mathematics] 
excentrique,"eccentric (away from the centre); eccentric (not having the same centre); eccentric (characterized by unusual behaviour), oddball",adj/adj/adj, mathematics]  figuratively] 
excentriquement,eccentrically,adv,
excepter,"to exclude, not count, make an exception",v,
exception,exception,f,
exceptionnel,exceptional; outstanding (not yet solved),adj/adj, 
exceptionnellement,exceptionally,adv,
excepté,except,prep,
excessif,excessive,adj,
excessivement,excessively,adv,
excimère,excimer,m,"chemistry, physics] "
exciper,to plea,v,legal] 
exciser,to excise,v,
excision,excision,f,
excitabilité,excitability,f,
excitable,excitable,adj,
excitant,exciting (causing stimulation or excitement); arousing; excitant; stimulant,adj/adj/m,  
excitateur,stimulating,adj,
excitation,excitement,f,
exciter,to excite (to stir the emotions of),v,
exciton,exciton,m,physics] 
excité,horny; excited; excited,adj/adj, 
exclamatif,exclamatory,adj,
exclamation,exclamation (cry of joy),f,
exclamativement,exclamatorily,adv,
exclamer,"to exclaim, shout out",v,
exclarrogatif,Only used in the noun point exclarrogatif (interrobang),adj,
exclu,person who is excluded; exclusive; excluded; exclusive,m/f/adj/adj, media]   
exclure,to exclude; to leave out,v/v, 
exclusif,exclusive,adj,
exclusion,exclusion,f,
exclusivement,exclusively,adv,
exclusivisme,exclusivism,m,
exclusivité,exclusiveness; exclusive,f/f, media] 
excogitation,excogitation,f,
excogiter,to imagine,v,"rare, aged] "
excommunication,excommunication,f,
excommunier,to excommunicate,v,
excorier,to excoriate,v,
excroissance,"excrescence, outgrowth",f,
excrément,excrement (animal solid waste),m,
excrémentiel,excremental,adj,
excrétat,excreta,m,biology] 
excréter,to excrete,v,
excréteur,excretory,adj,
excrétion,excretion,f,
excrétoire,excretory,adj,
excrété,excreted,adj,
excursion,excursion; wander (talk off topic),f/f, 
excursionner,to trip (take a trip),v,dated] 
excursionniste,"excursionist; hiker, walker",mf/mf, 
excusable,"excusable, pardonable",adj,
excusablement,excusably,adv,
excuse,excuse,f,
excuse-moi,excuse me?,interj,
excuser,to excuse; to pardon,v,
excusez-moi,excuse me?,interj,
excès,excess,m,
excédant,"surplus, excess, excessive",adj,
excédent,"excess, surplus",m,
excédentaire,"surplus, excess",adj,
excéder,"to exceed (in quantity); to annoy, to anger (someone)",vt/vt, 
exemplaire,copy; facsimile; example; sample; instance; specimen; exemplary; example,m/m/m/adj/adj,    
exemplairement,exemplarily,adv,
exemplarité,exemplarity,f,
exemple,example,m,
exemplification,exemplification,f,
exemplifier,to exemplify,v,
exempt,"exempt; exempt, (type of) policeman",adj/m, 
exempter,to exempt,v,
exemption,exemption,f,
exercer,"to instruct, to command; to exercise; to practise, to do",v/v/v,  
exercice,"exercise, practice; fiscal year, financial year",m/m, finance] 
exergue,exergue (space beneath the main design on a coin or medal for an inscription); inscription; epigraph,m/m/m,numismatics]  by extension]  
exfiltrer,To exfiltrate,v,
exfoliant,exfoliating; that causes exfoliation of the skin,adj,
exfoliation,exfoliation,f,
exfolier,"to exfoliate, strip of leaves; to exfoliate",vt/vr, 
exhalaison,exhalation,f,
exhalant,exhalant,adj,
exhalation,exhalation,f,
exhaler,"to exhale; to give off (e.g. an odor); to let out, let slip (e.g. a secret); to let out (e.g. of an instrument, to emit a sound)",v/v/v/v,   
exhaure,drainage (especially of water from a mine),f,
exhaurer,to drain water from a mine,vt,
exhaussement,"elevation, erection (action of raising up)",m,
exhausser,"to raise up, erect [a building]",vt,
exhausteur,enhancer (for the carburator),m,
exhaustif,exhaustive,adj,
exhaustivement,exhaustively,adv,
exhaustivité,exhaustiveness,f,
exhiber,"to exhibit; to show, show round, show off; to show off, flaunt, strut one's stuff",v/v/vr,legal]   
exhibition,"exhibition, friendly; presentation, production; showing off, outrageous behaviour",f/f/f,sport]  document]  
exhibitionisme,alternative form of exhibitionnisme,m,
exhibitionnisme,exhibitionism,m,
exhibitionniste,exhibitionist,mf,
exhilarant,exhilarant,adj,
exhortation,An exhortation,f,
exhorter,to exhort,v,
exhumation,exhumation,f,
exhumer,to exhume,v,
exhérédation,disinheritance,f,
exhéréder,to disinherit,vt,law] 
exigeant,demanding,adj,
exigence,demand,f,
exiger,"to demand, require",v,
exigible,exigible,adj,
exigu,"small, tiny, poky, exiguous",adj,
exiguïté,"smallness, crampedness",f,
exil,exile,m,
exiler,"to exile, to banish; to go into exile",v/vr, 
exilé,"exile (someone in exile); exiled, in exile",m/adj, 
exilée,feminine noun of exilé,f,
exinscrit,exinscribed,adj,maths] 
existant,"existing, being; existent; extant, in existence",adj/adj/adj,  
existence,existence; life,f/f, 
existentialisme,existentialism,m,philosophy] 
existentialiste,existentialist; existentialist,adj/mf, 
existentiation,existentiation,f,
existentiel,existential,adj,
existentiellement,existentially,adv,
exister,to exist,v,
exo,exercise,m,slang] 
exo-,exo-,prefix,
exobiologie,exobiology,f,biology] 
exobiologique,exobiological,adj,biology] 
exobiologiste,exobiologist,mf,biology] 
exocarpe,exocarp,m,
exocet,flying fish,m,
exocol,exocervix,m,anatomy] 
exocrine,exocrine,adj,
exode,exodus,m,
exogame,exogamous,adj,
exogamie,exogamy,f,
exogamique,exogamous,adj,
exogène,exogenous,adj,
exogéologie,exogeology,f,geology] 
exogéomorphologie,exogeomorphology,f,
exon,exon,m,genetics] 
exonucléase,exonuclease,f,biochemistry] 
exonyme,exonym (a name given to a group or category of people by a secondary person or persons other than the people it refers to),m,
exonération,exoneration,f,
exonérer,to exonerate,v,
exophtalmie,exophthalmos,f,
exoplanète,exoplanet (planet outside Earth's solar system),f,astronomy] 
exoplanétologie,exoplanetology,f,astronomy] 
exorbitamment,exorbitantly,adv,
exorbitant,exorbitant; extortionate,adj/adj, 
exorbité,bulging (eyes),adj,
exorciser,to exorcise,v,
exorcisme,exorcism,m,
exorciste,exorcist,mf,
exorde,"exord, exordium",m,rhetoric] 
exorer,To implore or pray (to a God),v,rare] 
exoscopie,exoscopy,f,geology] 
exosphère,exosphere (layer of the Earth's atmosphere),f,
exosquelette,exoskeleton,m,
exostose,exostosis,f,
exothermique,exothermic,adj,
exoticisation,synonym of exotisation,f,rare] 
exotique,exotic,adj,
exotiquement,exotically,adv,
exotisme,exoticism,m,
exotoxine,exotoxin,f,
exotoxique,exotoxic,adj,
exotérique,exoteric,adj,
expansif,expansive; expansionary,adj/adj, 
expansion,expansion,f,
expansionnisme,expansionism,m,
expansionniste,expansionist,adj,
expansivité,"expansivity, expansiveness",f,
expansé,expanded,adj,
expatriation,expatriation,f,
expatrier,"to expatriate, deport; to emigrate",vt/vr, 
expectatif,expectant; expectative,adj/adj, 
expectoration,expectoration,f,
expectorer,to expectorate,v,
expert,expert; expert,m/adj, 
expert-comptable,"chartered accountant (one whose profession includes organizing, maintaining and auditing the records of another)",m,
experte,feminine noun of expert,f,
experte-comptable,feminine singular of expert-comptable,f,
expertement,expertly,adv,
expertise,appraisal; expertness,f/f,countable]  uncountable] 
expertiser,"to appraise, value",vt,
expiation,expiation,f,
expiatoire,expiatory,adj,
expier,"to expiate, to make amends for, atone for",vt,
expirant,"expiring, dying",adj,
expirateur,expiratory,adj,anatomy] 
expiration,expiration (act of expiring); expiration (act of breathing out); expiration (end),f/f/f,  
expirer,"To breathe out; to expire, run out; to pass away (die)",vt/vi/vi,  
explicable,"explicable, explainable",adj,
explicateur,"explainer, expounder; explicator",m/m, 
explicatif,explanatory,adj,
explication,explanation,f,
explicit,end (of a story),m,
explicite,"explicit, unequivocal, overt",adj,
explicitement,explicitly,adv,
expliciter,to clarify,v,
expliquer,to explain,v,
exploit,"exploit, feat",m,
exploitable,exploitable,adj,
exploitant,"exploiting; exploitative; owner, manager; operator; (of farm) farmer",adj/adj/m,  
exploitation,exploitation,f,
exploiter,to exploit,vt,
exploiteur,exploiter,m,
explorateur,explorer,m,
exploration,An exploration,f,
explorativement,exploratively,adv,
exploratrice,feminine noun of explorateur,f,
explorer,to explore,v,
exploser,to explode,v,
explosible,explosive,adj,
explosif,explosive (all meanings); explosive (material),adj/m, 
explosion,explosion,f,
explosivement,explosively,adv,
explosivité,explosivity,f,
explétif,expletive,adj,
explétivement,expletively,adv,
expographie,expography,f,
exponentiation,exponentiation (process),f,
exponentiel,exponential,adj,
exponentielle,exponential function,f,
exponentiellement,exponentially,adv,
export,export,m,
exportateur,export [attributive]; exporter,adj/m, 
exportation,"exportation, export",f,
exportatrice,feminine noun of exportateur,f,
exporter,to export,v,
exposant,exhibitor; exponent; superscript,m/m/m, mathematics]  
exposer,to expose,v,
exposition,exposition; exhibition; exposure,f/f/f,  
exposé,exposed; presentation,adj/m, 
express,"express, rapide; express train or service",adj/m, 
expressif,expressive,adj,
expression,expression,f,
expressionnisme,expressionism,m,arts] 
expressionniste,expressionist; expressionist,adj/mf,arts]  arts] 
expressivement,expressively,adv,
expressivité,expressivity,f,
expresso,espresso,m,
expressément,expressly,adv,
exprimable,expressible,adj,
exprimer,to express; to express oneself,vt/vr, s'exprimer] 
expropriation,"expropriation, confiscation, seizure; eminent domain, compulsory purchase",f/f, legal] 
exproprier,to expropriate,v,
exprès,"express; express (post), special delivery; on purpose, intentionally, deliberately; a messenger carrying letters for personal delivery; a messenger (in general)",adj/adj/adv/m/m,    archaic] 
expulser,to expel; to send off,v/vt, sports] 
expulsion,"expulsion; sending-off, red card, dismissal",f/f, sports] 
expurgation,expurgation,f,
expurger,to expurgate,v,
expédient,expedient,m,
expédier,"to post, to send, to ship; to expedite; to deal with quickly, to get rid of",v/v/v,  
expéditeur,"sender, transmitter",m,
expéditif,"expeditive, expeditious",adj,
expédition,"the act of expediting or hurrying; expedition, excursion; shipping, delivery of goods",f/f/f,  
expéditionnaire,expeditionary,adj,
expéditivement,"expeditively, expeditiously",adv,
expérience,"experiment, trial, test; experience, totally of events one lives through; experience, knowledge and skills",f/f/f,countable]  countable]  uncountable] 
expérimental,experimental,adj,
expérimentalement,experimentally,adv,
expérimentateur,experimenter (one who experiments),m,
expérimentation,experimentation,f,
expérimentatrice,feminine noun of expérimentateur A female experimenter,f,
expérimenter,to experiment; to experience,v/v, 
expérimenté,"experienced, having experience",adj,
exquis,exquisite,adj,
exquisement,alternative form of exquisément,adv,
exquisément,exquisitely,adv,
exsangue,bloodless; exsanguine,adj/adj, 
exsanguination,exsanguination,f,
exstirper,obsolete spelling of extirper,v,
exstrophie,exstrophy,f,anatomy] 
exstrophique,exstrophic,adj,anatomy] 
exsudatif,exudative,adj,pathology] 
exsuder,to exude,v,
extase,ecstasy (sentiment),f,
extasier,to be in ecstacy; to rave,vr/vr, 
extatique,ecstatic,adj,
extatiquement,ecstatically,adv,
extemporané,extemporaneous,adj,
extemporanément,extemporaneously,adv,
extenseur,extensor (attributive); extensor (muscle); chest expander (or similar equipment),adj/m/m, anatomy]  
extensibilité,scalability (computing: ability to support the required quality of service as the system load increases),f,computing] 
extensible,extensible; elastic; tensile,adj/adj, 
extensif,extensive,adj,
extension,extension,f,
extensivement,extensively,adv,
exterminateur,exterminator,m,
extermination,extermination,f,
exterminatrice,feminine noun of exterminateur,f,
exterminer,to exterminate,v,
externalisation,outsourcing; extenalisation/externalization,f/f, 
externaliser,to outsource,v,
externalité,externality,f,economics] 
externat,day school (school without boarders); externship (condition of an extern),m/m, 
externe,external,adj,
extincteur,fire extinguisher,m,
extinction,extinction,f,
extirper,"to uproot, extirpate (pull [a plant and its roots] out of the ground); to remove, take out (e.g. an organ); to weed out, get rid of, eradicate (e.g. a problem or characteristic); to pull out, take out, whip out (remove something from e.g. a holder, pocket, holster etc.); to drag out, hoist out, lug out (remove someone, with difficulty, from a place); to pull oneself out (of somewhere); to fish out, make someone cough up (obtain e.g. information from someone)",v/v/v/v/v/vr/v, medicine]  figuratively]     colloquial] 
extorquer,to extort,v,
extorsion,extortion (the practice of extorting money or other property),f,
