term,definition,POS,notes
esperiencia,obsolete spelling of experiencia,f,
esperma,"sperm (cell); sperm (seminal fluid); wax (of a candle, especially liquid)",mf/mf/mf,  
espermaceti,spermaceti,m,
espermateca,spermatheca,f,
espermatocito,spermatocyte,m,
espermatofita,spermatophyte,f,botany] 
espermatofito,alternative form of espermatofita,m,
espermatogonia,spermatogonium,f,
espermatogénesis,spermatogenesis,f,
espermatozoide,spermatozoid,m,biology] 
espermatófita,alternative form of espermatofita,f,
espermatófito,alternative form of espermatofita,m,
espermicida,spermicide,m,
espermidina,spermidine,f,
espermina,spermine,f,
espermiogénesis,spermiogenesis,f,biology] 
espermático,spermatic,adj,
espermátida,spermatid,f,
espernible,despicable,adj,
esperpento,"A grotesque act or plot, a spectacle; A horrendously deformed, misshapen, or hideous individual; A genre of theatre and writing defining personal, reality-warping, grotesque writings of Ramón del Valle-Inclán",m/m/m,  
esperpéntico,Of or related to an esperpento (something grotesque); Of or relating to the esperpento genre,adj/adj, 
espesamiento,thickening,m,
espesante,"thickener, thickening agent",m,
espesar,to thicken,vit,
espesartina,spessartine,f,mineral] 
espesativo,thickening,adj,
espeso,dense; thick,adj/adj, 
espesor,thickness; density (of a fluid),m/m, 
espesura,"thickness; thicket, copse; slovenliness, messiness",f/f/f,  in plural] 
espesísimo,superlative of espeso,adj,
espetar,to blurt; to skewer,v/v, 
espetera,feminine noun of espetero,f,
espetero,Someone who sells espetos,m,
espeto,fish cooked on a skewer,m,Spain] 
espetón,spit; skewer; iron pin; jab; poke,m/m, 
espiar,"to spy, to spy on (act as a spy)",v,
espicha,A cider-drinking party,f,
espichar,to stab; pierce; prick; to kick the bucket; pass on,vt/vi, 
espicharla,"to croak, snuff it (die)",v,colloquial] 
espicharlas,"to croak, snuff it (die)",v,colloquial] 
espiche,spike (something resembling a nail),m,
espiga,spike (ear of grain); dowel,f/f,botany]  
espigadera,synonym of espigadora,f,
espigado,"willowy; lanky, lofty",adj/adj, 
espigadora,gleaner,f,
espigar,to glean; to ear (to put forth ears in growing),vt/vi, botany] 
espiguilla,herringbone pattern; diminutive of espiga; annual meadow grass (Poa annua),f/f/f,  
espigón,breakwater,m,
espina,"spine, backbone, spinal column; thorn; fishbone",f/f/f,anatomy]   
espinaca,spinach,f,
espinado,"spiny, thorny (having thorns or spines); past participle of espinar",adj/v, 
espinal,spinal,adj,
espinar,hawthorn wood,m,
espinazo,"spine, backbone",m,anatomy] 
espinel,trotline (long fishing line),m,
espinela,spinel,f,mineral] 
espinero,thornbird,m,
espineta,spinet,f,
espinilla,"shinbone; pimple, blackhead",f/f, 
espinillera,"shin pad, shinguard",f,
espinillo,gorse,m,
espinita,annoyance,f,
espino,"hawthorn, buckthorn",m,botany] 
espinocelular,spinocellular,adj,
espinor,spinor,m,
espinoso,"spiny, thorny; dangerous; arduous",adj/adj/adj,  
espinosáurido,spinosaurid,m,
espinotalámico,spinothalamic,adj,
espinudo,"spiny, thorny, prickly; dangerous, difficult",adj/adj, 
espionaje,espionage,m,
espira,A single turn of a spiral,f,
espiración,exhalation,f,
espiral,spiral; spiral,adj/f, geometry] 
espiralado,spirally,adj,
espiralmente,spirally,adv,
espiramicina,spiramycin,m,
espirar,to exhale,vit,
espiratorio,expiratory,adj,
espiritismo,Spiritism (a religious and philosophical doctrine concerned with communication with the dead),m,
espiritista,spiritualistic; spiritualist,adj/mf, 
espiritoso,strongly alcoholic,adj,
espiritual,spiritual; spiritual (a Christian religious song),adj/m, music] 
espiritualidad,spirituality,f,
espiritualismo,spiritualism,m,"philosophy, religion] "
espiritualista,spiritualist; spiritualist,adj/mf, 
espiritualización,spiritualization,f,
espiritualizar,to spiritualize,v,
espiritualmente,spiritually,adv,
espirituano,"Of or from Sancti Spíritus, Cuba; Someone from Sancti Spíritus, Cuba",adj/m, 
espirituoso,strongly alcoholic,adj,
espirometría,spirometry,f,
espiropapa,potato sliced into a spiral shape,f,
espiroqueta,spirochete (bacteria of the phylum Spirochaetes),f,
espirto,obsolete spelling of espíritu,m,
espirtu,obsolete spelling of espíritu,m,
espiráculo,"blowhole, airhole, spiracle",m,
espita,spigot; spile; boozehound; dick; prick (penis),f/f/f/f,  colloquial]  colloquial] 
espitoso,high; buzzing; euphoric (said of a drug),adj,colloquial] 
esplanar,to flatten,v,obsolete] 
esplendente,shining; glowing,adj,
esplender,"to shine, gleam",vi,poetic] 
esplendidez,"splendidness, magnificence",f,
esplendor,"splendour, splendor",m,
esplendorosamente,splendidly,adv,
esplendoroso,"magnificent, splendorous",adj,
esplenio,splenius,m,
esplenitis,splenitis,f,
espleno-,spleno-,prefix,
esplenomegalia,splenomegaly,f,
esplenorrenal,splenorenal,adj,
esplicar,eye dialect of explicar,v,colloquial] 
espliceosoma,spliceosome,f,genetics] 
espliego,lavender,m,
esplácnico,splanchnic,adj,anatomy] 
espléndidamente,"splendidly, magnificently",adv,
espléndido,"splendid, magnificent, splendiferous, superb, lavish, glorious; gorgeous",adj/adj, 
esplénico,splenic; splenetic,adj,
esplín,spleen (mood),m,
espodumena,spodumene,f,mineral] 
espolazo,prick from a spur (for horses),m,
espolear,to spur on; to goad; to spark,vt/vt, 
espoleta,fuse (for an explosive); wishbone (of a bird),f/f, 
espoliar,alternative spelling of expoliar,v,
espolique,footman (servant who accompanies his master on foot),m,
espolonero,peacock pheasant,m,
espolvorear,"to dust, to sprinkle",vt,
espolón,spur; naval ram; beakhead; ergot,m/m/m/m,  nautical]  horse] 
espondeo,spondee,m,poetry] 
espondilosis,spondylosis,f,pathology] 
espongiforme,spongiform,adj,
espongina,spongin,f,protein] 
espongiosis,spongiosis,f,
espongocele,spongocoel,m,zoology] 
esponja,"sponge (marine invertebrate); sponge (piece of porous material for washing); sponge (porous material of sponges); sponge, moocher",f/f/f/f,   
esponjar,"to fluff up, make spongey",v,
esponjilla,steel wool,f,Colombia] 
esponjita,augmentative of esponja,f,
esponjosamente,fluffily,adv,
esponjoso,spongy; foamy,adj/adj, 
esponsales,betrothal,mp,
esponsor,sponsor,m,
esponsorización,sponsorship,f,
esponsorizar,to sponsor,v,
espontanearse,to open up (to); to pour one's heart out,vr,
espontaneidad,spontaneity,f,
espontáneamente,spontaneously,adv,
espontáneo,spontaneous,adj,
espora,spore,f,botany] 
esporangial,sporangial,adj,botany] 
esporangio,sporangium,m,botany] 
esporangióforo,sporangiophore,m,
esporocarpo,sporocarp,m,mycology] 
esporozoito,sporozoite,m,
esportilla,small basket made of grass,f,
esporulación,sporulation,f,
esporádicamente,sporadically,adv,
esporádico,sporadic,adj,
esporófito,sporophyte,m,botany] 
esposa,wife; handcuff,f/f," usually, in the plural] "
esposamiento,cuffing; handcuffing,m,
esposar,"to handcuff, manacle",vt,
esposas,handcuffs,fp,
esposo,husband,m,
espray,"aerosol, spray (fine particles suspended in a gaseous medium); aerosol can, spray can",m/m, 
espresso,espresso,m,
espringfieldense,"Springfielder, Springfield (of or pertaining to Springfield, Illinois); Springfielder, Springfield (of or pertaining to any other location bearing the name ""Springfield""); Springfielder (native or resident of Charleston, South Carolina); Springfielder (native or resident of any other location bearing the name ""Springfield"")",adj/adj/m/m,   
esprint,sprint,m,sports] 
esprintar,to sprint,vi,
esprín,spring (rope to prevent surging),m,nautical] 
esprínter,sprinter,mf,cycling] 
espuela,spur (implement for purpose of prodding a horse),f,
espuera,obsolete spelling of espuela,f,
espuerta,"hamper, two-handled basket (a plaited basket with two handles, usually made from esparto grass or palm leaves)",f,
espulgar,to delouse; to scrutinize,vt/vt, 
espuma,"foam, mousse",f,
espumante,"carbonated, sparkling, bubbly",adj,of a beverage] 
espumar,to froth,v,
espumarajo,spittle,m,
espumear,to foam,v,"Mexico, Dominican Republic] "
espumilla,meringue,f,Latin America] 
espumita,diminutive of espuma,f,
espumoso,foamy; frothy; filled with or composed of bubbles; sparkling,adj/adj, wine] 
espumuy,name for various species of wild doves,f,Guatemala] 
espundia,a type of ulcer afflicting horses and other equids,f,
espurio,spurious; false,adj/adj, 
esputar,to expectorate; to spit,vit/vit, 
esputo,sputum,m,
espádice,spadix,m,botany] 
espárrago,asparagus,m,
espástico,spastic,adj,medicine] 
espátula,spatula (kitchen utensil); spoonbill,f/f, 
espécimen,specimen,m,
espéculo,speculum,m,
espía,spy,mf,
espícula,spicule,f,
espín,spin (physics),m,
espínula,spinule,f,
espíritu,"mind; spirit, soul",m/m, 
espónsor,"sponsor, patron",mf,
espúreo,spurious; illegitimate,adj/adj, 
esqualene,squalene,m,organic compound] 
esqueje,cutting,m,botany] 
esquela,"note, letter; death announcement",f/f, 
esqueleto,skeleton; frame (structural elements of a constructed object),m/m,anatomy]  structure] 
esqueletología,skeletology,f,
esquelita,diminutive of esquela,f,
esquelético,skeletal (relating to the skeleton); skeletal (emaciated),adj/adj, 
esquema,"outline (a general description, a summarizing statement); scheme (combination of related parts); scheme (a plot or plan involving devious action); schema, framework; schematic; diagram, sketch",m/m/m/m/m/m,     
esquematismo,schematic,m,
esquematización,schematization,f,
esquematizar,to schematize,v,
esquemáticamente,schematically,adv,
esquemático,schematic,adj,
esquiable,skiable,adj,
esquiador,skier (someone who skis),m,
esquiadora,feminine noun of esquiador,f,
esquiar,to ski,v,
esquicio,sketch (of picture),m,
esquife,skiff,m,nautical] 
esquijama,sleepsuit,m,
esquila,Small clocklike bell; shrimp; sea onion; shearing,f/f/f/f,   
esquilador,"shearing; shearer, clipper",adj/m, 
esquiladora,feminine noun of esquilador,f,
esquilar,to shear; to climb,v/v, Cantabria] 
esquileo,shearing; shearing house,m/m, 
esquilmar,"to harvest; to exhaust, exploit, flog, plunder, deplete (resources); to fleece (con or trick someone)",v/v/v,  
esquilo,squirrel,m,obsolete or dialectal] 
esquilón,large bell,m,
esquimal,Eskimo; Eskimo,mf/adj, 
esquimao,archaic spelling of esquimal,m,
esquina,(exterior) corner; corner,f/f, sports] 
esquinado,unpleasant,adj,
esquinal,corner,m,architecture] 
esquinar,"to be on the corner (of); to corner, put (something) into a corner; to square off, square; to tick off (annoy)",v/v/v/v,   
esquinazo,corner,m,colloquial] 
esquinero,corner,adj,attributive] 
esquinzar,to rip up; tear up,v,
esquiraza,An ancient square-rigged cargo vessel,f,
esquirla,(piece of) shrapnel,f,
esquirol,"strikebreaker, scab, blackleg, scalie (non-unionized worker hired to replace striking workers); scab, strikebreaker, blackleg, scalie (a worker who acts against trade union policies, especially a strikebreaker)",m/m,"Spain, pejorative]  Spain, pejorative] "
esquirola,feminine noun of esquirol,f,
esquisto,schist,m,
esquistoso,schistose,adj,
esquistosomiasis,schistosomiasis,f,pathology] 
esquisúchil,juanita (Bourreria huanita),m,
esquite,A saladlike dish of boiled or fried corn kernels seasoned with epazote,m,"usually, in the plural, Mexico] "
esquivar,"to dodge, to duck, to evade; to avoid, to bypass, to sidestep, to get around, to circumvent",v/v, 
esquivez,shyness; timidness; unsociability,f/f, 
esquivo,"disdainful; rough; unsociable, elusive, evasive",adj/adj/adj,  
esquizo,schizo,adj,
esquizoafectivo,schizoaffective,adj,
esquizofrenia,schizophrenia,f,psychiatry] 
esquizofrénica,feminine noun of esquizofrénico,f,
esquizofrénico,schizophrenic; schizophrenic,adj/m, 
esquizoide,schizoid; schizoid,adj/mf, 
esquizonte,schizont,m,
esquizoparanoide,paranoid-schizoid,adj,
esquizotípico,schizotypic,adj,
esquí,ski; skiing,m/m, 
esrilanqués,Sri Lankan; Sri Lankan,adj/m, 
esta,alternative spelling of ésta This one,pron,demonstrative] 
estabilidad,stability,f,
estabilización,stabilization,f,
estabilizador,stabilizing; stabilizer,adj/m, 
estabilizante,stabilizing; stabilizer,adj/m, 
estabilizar,to stabilize,v,
estable,stable,adj,
establecer,to establish; to set,v/v, 
establecerse,reflexive of establecer,v,
establecido,established; past participle of establecer,adj/v, 
establecimiento,establishment,m,
establemente,stably,adv,
establishment,establishment (ruling authority),prop} {m,
establo,stable (building for animals),m,
estabulación,stabling (putting animals into stables),f,
estabular,to stable (to put in a stable),v,
estaca,stake (pointed piece of wood); tent peg,f/f, 
estacada,"fence, fencing; stockade",f/f, 
estacar,to stake; to tie to a stake; to stay immobile,v/v/v,  
estacazo,hit with a stake; tough blow,m/m, 
estacionado,parked,adj,
estacional,seasonal; stationary,adj/adj, 
estacionalidad,seasonality,f,
estacionalizar,to adjust according the season,v,
estacionalmente,seasonally,adv,
estacionamiento,"parking [the action of the verb to park]; parking lot, car park",m/m, Latin America] 
estacionar,to park (to bring a vehicle to a halt in a specified place),vt,
estacionario,stationary,adj,
estacionarse,reflexive of estacionar,v,
estacionero,"bookseller; Someone from La Estación de Guadix, Spain; A religious singer during Holy Week; Of or from La Estación de Guadix, Spain",m/m/m/adj,obsolete]   Paraguay]  
estación,station; season (of the year),f/f,transport]  
estacón,augmentative of estaca,m,
estada,"stay, sojourn",f,
estadal,"A non-standard and historic unit of area in various parts of Spain, used in agriculture. In Grenade, it was equivalent to a hundredth of a marjal, which is 5.2842 m². In other regions of Spain, such as Castille, the value was quite different - being approximately 11.2 m²",m,
estadiaje,staging (of a cancer),m,medicine] 
estadidad,statehood,f,
estadificación,staging (of cancer),f,medicine] 
estadillo,survey,m,
estadio,stadium; stage (phase),m/m, medicine] 
estadista,"statesman, stateswoman; statistician",mf/mf, 
estado,"country; alternative spelling of Estado; state (political division of a federation); condition, state; estadal",m/m/m/m/m, proscribed]    
estadounidense,citizen of the United States of America; American; of the United States of America; American; Usonian,mf/adj, 
estadual,of or relating to a state; federal,adj,
estadunidense,alternative form of estadounidense,adj,"Honduras, Mexico] "
estadía,"stay, sojourn; demurrage",f/f, 
estadígrafa,feminine noun of estadígrafo,f,
estadígrafo,statistician,m,
estadística,statistics (the mathematical science); statistic; feminine noun of estadístico,f/f/f,  
estadísticamente,statistically,adv,
estadístico,statistic; statistician,adj/m, 
estafa,"scam, fraud, racket; con, con game, confidence game, gyp, swindle, swindling, grift, hustle, cheat; rip-off",f/f/f,  colloquial] 
estafador,"conman, swindler",m,
estafadora,feminine noun of estafador,f,
estafar,"to swindle, to con, to defraud, to scam, to grift, to gyp, to diddle, to rook; to rip off, to cheat, to bilk, to shortchange, to chisel",v/v, 
estafeta,courier,mf,Latin America] 
estafiate,a plant used in Mexico as an herbal remedy,m,
estafilococo,staphylococcus,m,
estafilocócico,staphylococcal,adj,microbiology] 
estafisagria,stavesacre (Delphinium staphisagria),f,
estagflación,alternative form of estanflación,f,
estagirita,Of or from Stagira; Someone from Stagira,adj/mf, 
estajanovismo,Stakhanovite movement,m,
estajanovista,Stakhanovite; Stakhanovite,mf/adj, 
estalactita,stalactite,f,
estalagmita,stalagmite,f,
estalaje,stay,m,
estaliniana,feminine noun of estaliniano,f,
estaliniano,Stalinist; Stalinist,adj/m, 
estalinismo,alternative form of stalinismo,m,
estalinista,Stalinist; Stalinist,adj/mf, 
estallable,"burstable, explodable",adj,
estallamiento,rupture,m,medicine] 
estallar,"to explode, to blow up, to burst; to crack (a whip); to break out, erupt; said of a revolution, a war, a fire, or similar; to break loose; to blow up, to blow one's top, to explode; to pop (e.g., a bubble, a balloon, a button, a question); to blow up, to set off, to make explode (hacer + estallar)",vi/vi/vi/vi/vi/vt/vt,      
estallido,explosion; outbreak,m/m, 
estallo,burst,m,
estambre,stamen,m,botany] 
estambuleña,feminine noun of estambuleño,f,
estambuleño,"Istanbulite (of or pertaining to Istanbul, Turkey); Istanbulite (native or resident of Istanbul, Turkey)",adj/m, 
estambulita,Istanbulite; Istanbulite,adj/mf, 
estambulí,"Istanbulite (of or pertaining to Istanbul, Turkey); Istanbulite (native or resident of Istanbul, Turkey)",adj/mf, 
estamental,of or pertaining to a social class,adj,
estamentario,social class,adj,attributive] 
estamento,social class,m,
estameña,serge (fabric),f,
estamina,stamina,f,
estaminado,stamened,adj,
estaminal,staminal,adj,
estaminodio,staminode,m,
estampa,"stamp, print; appearance",f/f, 
estampación,printing; engraving,f/f, 
estampar,"to stamp; to hurl, fling; to crash into",v/v/vr," colloquial]  colloquial, estamparse] "
estampida,"stampede, flight; bang, crack (noise)",f/f, 
estampido,"crack, bang (noise)",m,
estampilla,postage stamp,f,
estampillar,to stamp; rubber-stamp,v,
estampita,diminutive of estampa,f,
estancado,"(of water) stagnant; blocked, deadlocked",adj/adj, 
estancamiento,stagnation; blockage; deadlock,m/m/m,  
estancar,"to detain, staunch, or hold back the flow of water; to stall, suspend, or stop a project or business plan; to prohibit the free movement of merchandise",v/v/v,of water]   
estancarse,To stagnate,vr,
estancia,"large farmstead; stay, residence, sojourn; room; stanza",f/f/f/f,   
estanciera,ranch owner,f,
estanco,"closed, sealed, watertight, airtight; prohibition over free sale; shop or commercial outlet where controlled items, especially cigarettes, are sold; (by extension) tobacconist",adj/m/m/m,  Spain]  
estand,stand (place to stand),m,
estandarización,standardization,f,
estandarizar,to standardise,v,
estandarte,"flag, banner, standard, colors",m,
estanflación,stagflation,f,
estannita,stannite,f,mineral] 
estanozolol,stanozolol,m,
estanque,"pool, pond (artificial, small inland body of water); small reservoir, tank; kiosk; stand",m/m/m,  
estanqueidad,watertightness,f,
estanquera,feminine noun of estanquero,f,
estanquero,tobacconist,m,
estanquidad,watertightness,f,
estanquillo,diminutive of estanque,m,
estante,"existing, being; permanent; statant; shelf",adj/adj/adj/m,  heraldry]  
estantería,bookcase,f,
estantigua,apparition (of ghosts),f,
estantillo,diminutive of estante,m,
estaqueamiento,"Stretching out of the skin, as a form of torture",m,
estar,"to be (have a (transient) location in space). Compare ser, quedar; to be (Denotes a copula, in a transient fashion). Compare ser; to be (Auxiliary verb for the progressive/continuous aspect) (precedes the gerund of the verb); to be (in the passive voice sense); To be, feel (Denotes a copula, in a transient fashion)",v/v/v/v/vr,    
estarcir,to stencil,v,
estarse,reflexive of estar,v,
estas,alternative spelling of éstas These ones,pron,demonstrative] 
estasis,stasis,f,
estatal,"of, or relating to, the state (country)",adj,
estatalidad,statehood,f,
estatalista,national,adj,
estatalización,nationalization,f,
estatalmente,by the state,adv,
estatificación,nationalization,f,
estatina,statin,f,
estatismo,statism,m,
estatista,statist; statist,mf/adj, 
estatización,nationalization,f,
estatizar,to nationalise,v,
estatmina,stathmin,f,protein] 
estatocentrismo,state centrism,m,
estatocisto,statocyst,m,zoology] 
estatolito,statolith,m,biology] 
estator,stator,m,
estatorreactor,ramjet; athodyd,m,
estatua,statue,f,
estatuario,statuesque,adj,
estatuilla,diminutive of estatua,f,
estatuir,"to establish, ordain",v,
estatuismo,The art of being a living statue,m,
estatura,height; stature,f/f, 
estatus,status (prestige or high standing),m,
estatutariamente,statutorily,adv,
estatutario,statuary,adj,
estatuto,statute,m,
estatúder,stadtholder (chief magistrate of the Dutch Republic),m,historical] 
estaurolita,staurolite,f,mineral] 
estay,stay,m,nautical] 
estañar,to tin (to cover with tin),v,
estaño,tin; solder (tin alloy used to solder),m/m, 
estañón,barrel,m,
este,"this; alternative spelling of éste; uh, well (space filler in a conversation); east",adj/pron/interj/m,   
estearina,stearin,f,organic chemistry] 
esteatita,steatite; soapstone,f,
esteatohepatitis,steatohepatitis,f,
esteatosis,steatosis,f,
esteganografía,steganography,f,
estegodonte,stegodont,m,
estegosaurio,stegosaur,m,
estegosáurido,stegosaurid,m,
estela,wake (track left behind a boat); slipstream; trail; stela (monument),f/f/f/f,   
estelación,stellation,f,
estelada,Estelada (flag),f,
estelar,"stellar (of or relating to stars); stellar, extraordinary, outstanding",adj/adj, 
estelarizar,to star in,v,Mexico] 
estelarísimo,superlative of estelar,adj,
esteliana,feminine noun of esteliano,f,
esteliano,Of or from Estelí; Someone from Estelí,adj/m, 
estelionato,"stellionate, fraud in selling",m,
estender,obsolete spelling of extender,v,
estenografía,"shorthand; stenography, tachygraphy",f,
estenordeste,east-northeast,m,
estenoreste,east-northeast,m,
estenosis,"stenosis, stricture",f,
estent,stent,m,
estentóreo,"stentorian, powerful, strident",adj,
estepa,steppe,f,
estepario,Pertaining to or hailing from the steppe,adj,
estepilla,white-leaved rock rose,f,
estepárico,steppe (attributive),adj,
estequiometría,stoichiometry,f,
estequiométricamente,stoichiometrically,adv,
estequiométrico,stoichiometric,adj,
estera,"floor mat (made of a thick, rustic fiber); doormat; foot mat",f/f/f,  
esterar,to cover with a mat or rug,vt,
esterasa,esterase,f,enzyme] 
estercolar,to manure,v,
estercolero,"dunghill, dung heap, muckheap",m,
estereocentro,stereocenter,m,
estereoespecificidad,stereospecificity,f,chemistry] 
estereofónico,stereophonic,adj,
estereográfico,stereographic,adj,
estereoisomería,stereoisomerism,f,organic chemistry] 
estereoisómero,stereoisomer,m,organic chemistry] 
estereoquímica,stereochemistry,f,
estereoscopio,stereoscopy,m,
estereoscopía,stereoscopy,f,
estereoscópico,stereoscopical,adj,
estereoselectividad,stereoselectivity,f,
estereoselectivo,stereoselective,adj,
estereotipar,to stereotype,v,
estereotipia,stereotypy,f,
estereotipo,stereotype,m,
estereotomía,stereotomy,f,
estereotípicamente,stereotypically,adv,
estereotípico,stereotypical,adj,
esterificación,esterification,f,organic chemistry] 
esterificar,to esterify,v,
esterilidad,sterility (infertility); sterility (quality of being from microorganisms),f/f, 
esterilización,sterilization,f,
esterilizador,sterilizing; sterilizer,adj/m, 
esterilizadora,feminine noun of esterilizador,f,
esterilizar,to sterilize,vt,
esterilla,mat (especially exercise mats used in pilates and yoga),f,exercise] 
esterlina,sterling,f,
esternito,sternite,m,
esterno-,sterno-,prefix,anatomy] 
esternocleidohioideo,sternohyoid,m,
esternocleidomastoideo,sternocleidomastoid,m,
esternocleidooccipitomastoideo,sternocleidomastoid,m,
esternohioideo,sternohyoid,adj,anatomy] 
esternotiroideo,sternothyroid,m,
esternotomía,sternotomy,f,surgery] 
esternón,"sternum, breastbone",m,
estero,"river delta; shallow lake, pond; lagoon; brook; water reservoir",m/m/m/m/m,"   Chile]  Colombia, Venezuela] "
esteroidal,steroidal,adj,
esteroide,steroid,m,
esteroideo,steroidal,adj,
esterol,sterol,m,
estertor,death rattle,m,
estesudeste,east-southeast,m,
estesueste,east-southeast,m,
estesureste,east-southeast,m,
esteta,aesthete,mf,
esteticismo,aestheticism,m,
esteticista,"cosmetician, beautician",mf,
estetización,aestheticisation,f,
estetizar,To aestheticise,v,
estetoscopio,stethoscope (medical instrument),m,
estevia,alternative form of stevia,f,
esteño,"Someone from Ciudad del Este, Paraguay; Of or from Ciudad del Este, Paraguay",m/adj, 
estiaje,low water level,m,
estibación,loading (act or effect),f,
estibador,"docker, dockworker, stevedore [UK], longshoreman [US], wharfie [Australia, New Zealand]",m,
estibadora,feminine noun of estibador,f,
estibar,to load (onto ships),vt,
estibina,"stibnite, antimonite",f,mineral] 
estibonio,stibonium,m,chemistry] 
estiercolero,alternative form of estercolero,m,proscribed] 
estigio,Stygian,adj,
estigma,stigma,m,"botany, pathology, zoology, figuratively] "
estigmatización,stigmatization,f,
estigmatizador,stigmatising,adj,
estigmatizar,stigmatize,v,
estigmático,stigmatic,adj,
estilar,to do (as a custom); to tend to; to be trendy; to be fashionable,v/vr, 
estilbeno,stilbene,m,organic chemistry] 
estilbenoide,stilbenoid,m,organic chemistry] 
estilbita,stilbite,f,mineral] 
estilete,stiletto,m,
estilismo,stylism,m,
estilista,"distinguished writer; stylist, hair stylist",f/f, 
estilita,stylite,m,
estilización,stylization,f,
estilizar,"to style, to stylize",v,
estilo,style (way of doing things); style (grace; fashionable skill); style; stylus,m/m/m/m,  botany]  
estilo-,stylo-,prefix,anatomy] 
estilofaríngeo,stylopharyngeal,adj,anatomy] 
estilogloso,styloglossus,m,
estilográfico,stylographic,adj,
estilohioideo,stylohyoid,adj,anatomy] 
estiloide,styloid,adj,
estilopodio,stylopodium,m,
estilísticamente,stylistically,adv,
estilístico,stylistic,adj,
estilóbato,stylobate,m,Classical Greek architecture] 
estilógrafo,fountain pen,m,
estima,"esteem, or respect; dead reckoning",f/f, 
estimable,"esteemed, admirable; estimable (capable of being estimated)",adj/adj, 
estimación,estimation,f,
estimado,dear (formal way of addressing somebody at the beginning of a letter),adj,
estimador,estimating; estimator,adj/m, 
estimadora,feminine noun of estimador,f,
estimadísimo,superlative of estimado,adj,
estimar,"to esteem; to estimate; to think, to believe",v/v/v,  
estimativo,estimated; estimate,adj/m, 
estimulación,stimulation,f,
estimulador,stimulator,m,
estimuladora,feminine noun of estimulador,f,
estimulante,stimulating; stimulant,adj/m, 
estimular,to stimulate,v,
estipe,stipe,m,botany] 
estipela,stipel,f,
estipendiario,stipendiary; stipendiary,adj/m, 
estipendio,stipend,m,
estipulación,"stipulation, clause",f,
estipular,stipular; to stipulate,adj/v,botany]  
estirado,"stretched; stuck-up, snooty; stretch",adj/adj/m,  
estiramiento,"stretch, stretching (of the muscles)",m,
estirar,to stretch; to extend,v/v, 
estirarse,reflexive of estirar,v,
estireno,styrene,m,organic compound] 
estirpe,lineage,f,
estirón,"stretch; yank, pull; growth spurt",m/m/m,  
estivación,aestivation,f,
estival,estival; summery,adj/adj, 
estiércol,manure; dung,m/m, 
estocada,thrust (stab) by a rapier or smallsword; wound caused by such thrust; Stab to the bull's spinal cord; deathblow,f/f/f/f,  bullfighting]  figurative] 
estococracia,sortition,f,
estoconazo,Effective estocada,m,bullfighting] 
estocásticamente,stochastically,adv,
estocástico,stochastic,adj,
estofado,stew; stewing,m/m, 
estofar,to stew,vt,
estoicamente,stoically,adv,
estoicismo,stoicism,m,
estoico,stoical; stoic; stoic,adj/adj/m,  
estola,stole (religious clothing),f,
estolonífero,stoloniferous,adj,
estolón,stolon,m,
estoma,stoma; stoma,m/m,botany]  medicine] 
estomacal,stomachic (of or relating to the stomach),adj,
estomagante,"revolting, horrible",adj,colloquial] 
estomatitis,stomatitis,f,medicine] 
estomatología,stomatology,f,
estomatológico,stomatological,adj,
estomatóloga,feminine noun of estomatólogos,f,
estomatólogo,stomatologist,m,
estonia,feminine noun of estonio,f,
estoniana,feminine noun of estoniano,f,
estoniano,alternative form of estonio; alternative form of estonio; alternative form of estonio,adj/m/prop} {m,  
estonio,Estonian (from or native to Estonia); Estonian (pertaining to Estonia); an Estonian; the Estonian language,adj/adj/m/m,   
estopa,tow (an untwisted bundle of fibers); oakum (fibrous caulking material),f/f, nautical] 
estoperol,stud (for clothes),m,
estoque,rapier; the tip of a sword; sword used to kill the bull; gladiolus,m/m/m/m,  bullfighting]  botany] 
estoquear,to stab (to wound with a pointed tool),v,
estorbar,"to obstruct, hinder, impede; to bother, annoy; to be in the way",vt/vt/vi,  
estorbarse,reflexive of estorbar,v,
estorbo,obstacle; nuisance; impediment,m/m/m,  
estorboso,"annoying; obstructer; limiting movement, action, transit",adj/adj, 
estornino,starling,m,
estornudar,to sneeze,v,
estornudo,sneeze,m,
estos,"alternative spelling of éstos, these ones (); these ones",pron/pron,demonstrative]  demonstrative] 
estotra,This other one,pron,obsolete] 
estotro,This other one,pron,obsolete] 
estozolar,To kill with a blow to the back of the neck,v,Aragón] 
estrabismo,A defect of vision in which one eye cannot focus with the other on an object because of imbalance of the eye muscles; a squint; strabismus,m/m, 
estrada,road,f,
estrado,"platform, dais, estrade, stage; court",m/m, legal] 
estrafalariamente,extravagantly,adv,
estrafalario,"outlandish, oddball; shabby, slovenly",adj/adj, 
estragal,hallway,m,
estragar,"to corrupt, ruin, spoil, ravage",v,
estrago,"damage, destruction; corruption; havoc",m/m/m,  plural] 
estragón,tarragon,m,
estrambote,Extra lines or verses added to a work,m,literature] 
estrambótico,"outlandish, weird",adj,colloquial] 
estramonio,thorn apple,m,
estrangulación,"strangulation, strangling; choke [control on a carburetor]",f/f, 
estrangulador,strangler; choke (control on a carburetor); throttle,m/m/m,  
estrangulamiento,strangulation,m,
estrangular,to strangle,v,
estratagema,stratagem,f,
estratega,strategist,mf,
estrategia,strategy,f,
estratego,strategus,m,
estratificación,stratification,f,
